0.92688,0.93881,1.05786,1.06789,1.04112,1.0011,0.97445,1.02008,0.9983,0.9305,0.96357,0.98487
0.93988,0.96089,1.05172,1.07337,1.03381,1.02701,1.01024,1.03305,1.01952,0.92721,0.96235,0.99264
0.92439,0.94293,1.06311,1.07238,1.03063,1.00665,0.99491,1.0355,1.01189,0.93301,0.96195,0.98598
0.94811,0.97464,1.05381,1.0756,1.01701,1.05848,1.04908,1.03088,1.01934,0.91428,0.95647,0.99059
0.93646,0.96083,1.05755,1.07359,1.02716,1.0232,1.01943,1.0423,1.02706,0.92463,0.96137,0.99416
0.91935,0.93904,1.06238,1.06565,1.01659,1.01793,1.01593,1.03287,1.01156,0.93341,0.95491,0.98699
0.93692,0.96017,1.06293,1.07391,1.02182,1.07909,1.03824,1.01781,0.99829,0.90455,0.9492,0.97283
0.94197,0.96803,1.05606,1.06994,1.01525,1.06255,1.06087,1.03453,1.01906,0.91656,0.95611,0.99022
0.93175,0.95451,1.05969,1.0684,1.01563,1.01384,1.02932,1.04389,1.01781,0.92845,0.95774,0.99423
0.92287,0.94085,1.06554,1.06793,1.01293,1.01834,1.01851,1.03558,1.00774,0.93347,0.95173,0.98833
0.92038,0.9471,1.05988,1.0738,1.02413,1.06531,1.03369,1.00479,0.97721,0.89654,0.95127,0.96307
0.93356,0.96249,1.05743,1.06661,1.01968,1.08213,1.05467,1.02162,1.00589,0.90388,0.95112,0.9788
0.94152,0.96613,1.06031,1.07354,1.01621,1.03507,1.05613,1.04048,1.01843,0.92197,0.95825,0.99414
0.93396,0.95589,1.06325,1.07127,1.01814,1.015,1.03062,1.05045,1.02061,0.93228,0.95597,0.99677
0.91934,0.94219,1.06623,1.06527,1.01291,1.04535,1.0236,1.03956,1.01272,0.93842,0.94963,0.98484
0.92094,0.95695,1.05244,1.07777,1.01035,1.04713,1.03737,0.99992,0.9623,0.88567,0.95706,0.96936
0.9202,0.95468,1.05091,1.05703,1.01455,1.08674,1.05849,1.00784,0.98469,0.89563,0.94535,0.96469
0.93722,0.97021,1.0569,1.0687,1.01284,1.07243,1.07444,1.02717,1.01498,0.90761,0.95111,0.98691
