0.59176,0.60252,0.55748,0.4825,0.45648,0.47623,0.47509,0.32958,0.30045,0.62653,0.67246,0.63107
0.56669,0.57917,0.52087,0.45917,0.42421,0.43918,0.39098,0.21537,0.43516,0.60799,0.5832,0.55694
0.67532,0.63114,0.57992,0.51299,0.4571,0.43437,0.37555,0.16399,0.47578,0.64648,0.61146,0.62584
0.70752,0.70842,0.63627,0.55704,0.51622,0.45454,0.23453,0.61715,0.48518,0.51602,0.56374,0.64327
0.6713,0.62009,0.56467,0.49292,0.42804,0.41867,0.32585,0.13041,0.37114,0.61489,0.58192,0.59774
0.64562,0.61042,0.59212,0.50488,0.47679,0.43967,0.26447,0.15113,0.55244,0.48501,0.66479,0.68371
0.67252,0.71245,0.6315,0.52279,0.47677,0.32538,NA,NA,0.55006,0.43766,0.55471,0.6264
0.73014,0.68337,0.59332,0.50813,0.48389,0.38159,0.1413,0.05745,0.51634,0.48712,0.61394,0.66441
0.6703,0.61576,0.58461,0.51442,0.46255,0.44388,0.30319,0.10658,0.62628,0.59907,0.7088,0.6895
0.68304,0.60445,0.56131,0.49547,0.46966,0.41902,0.25846,0.13439,0.57161,0.4563,0.73173,0.7849
0.77358,0.78734,0.71523,0.61962,0.54346,0.38045,0.14339,0.16948,0.55753,0.45972,0.59331,0.72254
0.74573,0.70929,0.63773,0.54413,0.48236,0.36423,0.10367,0.13164,0.50425,0.56157,0.64927,0.70983
0.67334,0.66338,0.62887,0.54764,0.50989,0.47465,0.28735,0.02722,0.49171,0.70204,0.75581,0.70632
0.68949,0.60832,0.5729,0.49986,0.44973,0.44031,0.32155,0.14225,0.53668,0.559,0.74089,0.77396
0.72525,0.62645,0.56366,0.49469,0.47833,0.39988,0.19189,0.05098,0.611,0.48253,0.74142,0.82876
0.65486,0.74358,0.77514,0.67414,0.63932,0.50763,0.25448,0.04829,0.45701,0.42616,0.53954,0.677
0.73983,0.76858,0.73045,0.6773,0.54927,0.31176,NA,NA,0.73235,0.5012,0.60004,0.74101
0.64556,0.6136,0.53992,0.47015,0.44546,0.39274,0.18063,0.0413,0.54185,0.63724,0.6745,0.70859
0.64937,0.60483,0.58008,0.50996,0.47765,0.44662,0.2748,0.07201,0.51731,0.62329,0.70574,0.7319
0.67966,0.59573,0.54612,0.47839,0.42819,0.42986,0.31608,0.13834,0.40174,0.59561,0.73639,0.77155
0.65786,0.4914,0.45483,0.40734,0.30039,0.17518,0.02309,0.1048,0.62146,0.53137,0.54795,0.7179
0.57062,0.64711,0.66408,0.57569,0.53861,0.51772,0.30937,0.13561,0.34899,0.53033,0.50267,0.60775
0.69383,0.72805,0.69335,0.61319,0.56237,0.42523,0.15584,NA,0.46687,0.51298,0.60361,0.72184
0.72764,0.70452,0.63214,0.53647,0.43509,0.22619,0.02751,0.5363,0.66029,0.49463,0.63842,0.78833
0.67831,0.61632,0.60036,0.56471,0.47855,0.40491,0.173,0.01494,0.52913,0.56301,0.68648,0.75045
0.69428,0.62709,0.58537,0.50823,0.48041,0.44108,0.28078,0.11947,0.45464,0.52771,0.71342,0.79851
0.69042,0.53962,0.48544,0.43072,0.38703,0.27005,0.07197,NA,0.4753,0.46397,0.74073,0.8399
