# CAS_ESM2_0 ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.81,2.08,1.49,1.79,1.19,2.09,1.40,2.11,2.14,2.12,1.46,2.38,1.41,1.95,1.51,1.84,1.98,2.25,1.93,1.97,1.64,1.82,1.18,1.87
Daily maximum near surface air temperature,tasmax,∆°C,1.84,2.17,1.52,1.85,1.21,2.24,1.47,2.25,2.18,2.21,1.47,2.43,1.47,1.94,1.50,1.80,1.98,2.29,2.01,2.19,1.66,1.94,1.23,1.93
Daily minimum near surface air temperature,tasmin,∆°C,1.80,2.05,1.49,1.80,1.21,1.98,1.31,1.94,2.09,2.00,1.43,2.36,1.36,2.02,1.53,1.92,1.96,2.18,1.83,1.78,1.67,1.76,1.16,1.87
Precipitation,pr,fraction,1.04,1.07,0.65,0.64,1.00,0.94,0.67,0.60,0.67,0.72,0.78,1.10,0.61,0.93,0.75,1.20,0.62,0.74,0.73,0.77,0.89,0.88,0.70,0.72
Surface downwelling shortwave radiation,rsds,∆W/m²,1.91,31.42,9.36,38.13,3.09,44.53,13.84,38.10,2.04,29.01,-1.19,28.64,-0.29,20.31,-2.40,17.31,4.49,26.29,10.38,31.35,2.39,27.92,8.68,27.92
Total cloud cover percentage,clt,∆%,-1.09,26.02,-3.40,26.57,-2.08,21.96,-4.87,23.02,-1.26,14.98,-1.88,13.37,-2.34,7.76,-2.54,10.55,-4.61,14.26,-7.85,19.70,-2.01,18.61,-8.86,19.39
Snow depth,snd,fraction,1.00,1.00,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000944,0.001510,0.000526,0.001452,0.000580,0.001342,0.000574,0.001389,0.001255,0.001432,0.000954,0.002153,0.001258,0.002132,0.001600,0.002395,0.001389,0.002136,0.001071,0.001501,0.000914,0.001302,0.000335,0.001196
Air pressure at mean sea level,psl,∆hPa,-0.13,7.66,1.86,8.65,-0.08,4.91,0.92,3.30,-0.18,1.97,-0.48,1.69,-0.34,1.68,-0.44,1.52,-0.28,1.94,0.85,3.71,0.65,6.54,1.79,7.85
Near surface wind speed,sfcWind,fraction,0.9940,0.4431,0.9918,0.4774,0.9694,0.4078,0.9832,0.3850,1.0325,0.4063,0.9468,0.3739,1.0209,0.4035,1.0412,0.4402,1.0506,0.4922,0.9909,0.4363,0.9927,0.4543,0.9829,0.4541
