# EC_Earth3_Veg_LR ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.02,2.36,0.86,2.22,1.15,2.79,1.76,3.45,2.28,4.68,2.73,4.55,2.76,2.70,2.27,2.88,2.18,3.04,2.22,3.64,1.81,2.72,1.11,2.06
Daily maximum near surface air temperature,tasmax,∆°C,1.19,2.33,1.14,2.52,1.24,3.80,2.08,4.79,2.51,5.85,2.81,5.29,2.90,3.00,2.29,3.13,2.35,3.55,2.30,4.57,1.92,3.76,1.20,2.31
Daily minimum near surface air temperature,tasmin,∆°C,0.89,2.75,0.59,2.63,1.03,2.28,1.41,2.18,1.98,3.27,2.71,3.77,2.62,2.40,2.29,2.54,1.96,2.63,1.96,2.77,1.72,2.46,1.03,2.43
Precipitation,pr,fraction,1.00,1.02,0.71,0.71,0.75,0.75,0.81,0.85,0.84,0.89,1.17,1.45,0.57,0.90,2.89,5.04,0.66,0.89,1.03,1.01,0.96,0.96,1.11,1.13
Surface downwelling shortwave radiation,rsds,∆W/m²,3.18,18.52,9.63,30.42,4.96,33.79,8.99,46.19,7.05,45.27,4.89,35.36,4.83,16.26,1.63,14.59,8.56,19.33,5.53,24.24,3.15,22.30,2.25,22.30
Total cloud cover percentage,clt,∆%,-0.64,24.10,-3.36,30.71,-0.81,26.52,-1.96,24.34,-0.46,19.38,-2.43,18.31,-3.05,18.89,-1.43,15.80,-7.36,14.87,-7.61,22.47,0.02,23.26,-1.64,26.69
Snow depth,snd,fraction,8.98,84.85,0.09,0.20,0.21,0.26,0.97,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.01,1.08,0.14,0.24
Near surface specific humidity,huss,∆kg/kg,0.000352,0.001175,0.000160,0.001302,0.000222,0.001337,0.000088,0.001614,0.000350,0.001652,0.000430,0.002327,0.000394,0.001678,0.000727,0.001411,0.000424,0.002053,0.000380,0.002001,0.000713,0.001387,0.000349,0.001208
Air pressure at mean sea level,psl,∆hPa,-0.17,7.71,2.40,8.05,1.07,5.92,0.38,5.37,0.10,3.23,-0.72,1.87,-0.41,1.46,-0.76,1.40,-0.24,2.07,-0.29,3.58,0.38,6.23,-0.28,8.12
Near surface wind speed,sfcWind,fraction,0.9591,0.4388,0.9412,0.4156,0.9399,0.3719,0.9907,0.3702,0.9690,0.3419,0.9661,0.3440,0.9949,0.2715,0.9839,0.2701,0.9887,0.3067,0.9838,0.3791,0.9546,0.4031,1.0003,0.4731
