# BCC_CSM2_MR ssp245 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.56,2.23,1.26,2.58,1.70,3.30,2.23,3.58,2.34,3.62,2.89,3.69,3.03,3.26,3.01,2.43,2.98,2.83,2.25,2.86,1.85,2.36,1.84,2.61
Daily maximum near surface air temperature,tasmax,∆°C,2.00,2.77,1.46,3.19,1.68,4.37,2.60,4.72,2.71,4.62,3.05,4.48,3.41,3.99,3.19,3.07,3.27,3.59,2.63,3.40,2.28,2.78,2.32,2.66
Daily minimum near surface air temperature,tasmin,∆°C,1.31,2.22,1.14,2.71,1.82,2.78,1.87,2.78,1.90,2.92,2.77,3.20,2.49,2.91,2.75,2.09,2.64,2.69,1.94,3.20,1.72,2.73,1.56,3.02
Precipitation,pr,fraction,0.67,0.74,1.01,1.02,1.36,1.47,0.79,0.85,0.68,0.78,0.95,1.14,0.51,0.64,0.59,0.67,0.49,0.59,0.66,0.73,0.84,0.92,0.80,0.88
Surface downwelling shortwave radiation,rsds,∆W/m²,7.34,23.71,9.22,29.43,1.86,37.64,12.76,42.89,16.79,28.61,7.86,21.42,10.23,13.97,5.14,11.28,5.76,22.59,7.22,23.17,7.43,21.90,4.32,21.90
Total cloud cover percentage,clt,∆%,-3.80,17.52,-8.44,23.54,-0.11,21.25,-4.90,19.75,-2.99,13.44,-1.87,12.96,-3.26,10.99,-0.69,11.27,-1.81,17.47,-4.58,18.17,-4.18,19.27,-3.73,21.46
Snow depth,snd,fraction,0.08,1.00,8.02,0.99,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.08,1.00
Near surface specific humidity,huss,∆kg/kg,0.000416,0.001110,0.000220,0.001407,0.000796,0.001510,0.000304,0.001527,0.000305,0.001306,0.000878,0.001253,0.000891,0.001438,0.000792,0.001424,0.000590,0.001599,0.000536,0.001708,0.000522,0.001589,0.000674,0.001350
Air pressure at mean sea level,psl,∆hPa,1.57,10.59,-0.47,8.82,-0.91,8.11,0.46,5.93,0.63,3.27,-0.29,3.01,-0.66,2.57,-0.46,2.80,0.23,2.92,0.93,4.48,0.27,6.88,1.66,9.12
Near surface wind speed,sfcWind,fraction,0.9498,0.4118,1.0398,0.4150,0.9700,0.3912,0.9810,0.3896,0.9822,0.3480,1.0166,0.3618,0.9737,0.3286,1.0389,0.3954,1.0161,0.4215,1.0314,0.4056,0.9966,0.3556,0.9262,0.3814
