# GISS_E2_1_G ssp585 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.87,2.15,1.96,2.33,1.39,2.84,1.96,2.79,3.40,3.26,2.53,3.43,3.45,2.83,3.45,3.41,3.11,2.84,3.16,3.87,2.46,2.66,1.73,2.26
Daily maximum near surface air temperature,tasmax,∆°C,1.92,2.42,1.93,2.75,1.40,3.35,2.06,3.22,3.34,3.68,2.34,3.70,3.40,2.97,3.33,3.62,2.92,2.93,3.15,4.01,2.55,2.90,1.71,2.68
Daily minimum near surface air temperature,tasmin,∆°C,1.88,2.49,2.07,2.77,1.33,2.76,1.80,2.67,3.44,3.02,2.67,3.33,3.52,2.94,3.47,3.41,3.26,2.98,3.17,3.98,2.49,2.84,1.71,2.44
Precipitation,pr,fraction,0.85,0.81,1.14,1.28,1.12,1.14,0.72,0.83,0.56,0.60,0.55,0.61,0.42,0.52,0.65,0.81,1.01,1.12,0.67,0.69,0.93,0.92,0.98,1.01
Surface downwelling shortwave radiation,rsds,∆W/m²,2.26,22.04,-0.16,33.93,2.72,34.19,13.16,40.75,4.58,33.73,5.59,33.46,1.70,24.33,3.38,27.11,0.94,35.00,-1.40,29.89,3.87,24.90,-0.42,24.90
Total cloud cover percentage,clt,∆%,-1.57,20.64,-1.47,25.73,-4.34,20.94,-8.09,21.61,-6.30,17.14,-5.00,17.26,-2.71,13.50,-5.81,16.02,-3.92,23.68,-1.89,21.61,-4.31,22.72,-1.53,18.12
Snow depth,snd,fraction,0.91,0.92,0.92,0.93,0.93,0.95,1.16,1.53,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.91,1.00,0.91,0.91,0.92,0.94
Near surface specific humidity,huss,∆kg/kg,0.000801,0.001184,0.000805,0.001458,0.000515,0.001272,0.000551,0.001225,0.000973,0.001222,0.000855,0.001824,0.001324,0.001614,0.001435,0.001997,0.001862,0.002001,0.001781,0.002345,0.001253,0.001625,0.000891,0.001120
Air pressure at mean sea level,psl,∆hPa,0.41,8.24,-1.21,8.68,-0.69,5.48,-0.45,3.87,-0.53,2.48,-0.59,2.33,-0.75,1.79,-0.99,1.58,-0.72,2.21,-0.65,3.39,0.23,6.74,-0.12,7.60
Near surface wind speed,sfcWind,fraction,0.9780,0.4196,1.0043,0.4311,0.9900,0.3529,1.0121,0.3889,1.0309,0.3765,1.0058,0.3489,0.9912,0.3306,0.9981,0.3512,1.0028,0.3962,0.9577,0.4118,0.9599,0.3791,0.9752,0.4065
