# BCC_CSM2_MR ssp245 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.96,2.28,0.75,2.57,1.30,3.61,1.57,3.23,0.75,3.46,1.70,3.65,1.95,3.28,1.99,2.87,2.15,2.62,1.70,2.61,1.35,2.50,1.28,2.71
Daily maximum near surface air temperature,tasmax,∆°C,1.51,2.90,0.77,3.21,1.42,4.75,1.98,4.29,0.74,4.50,1.72,4.33,2.14,4.10,1.98,3.46,2.44,3.37,1.99,3.38,1.83,3.15,1.80,2.85
Daily minimum near surface air temperature,tasmin,∆°C,0.64,2.35,0.77,2.73,1.25,3.05,1.20,2.50,0.63,2.80,1.68,3.29,1.68,2.72,1.91,2.50,1.80,2.50,1.45,2.89,1.20,2.69,0.98,3.02
Precipitation,pr,fraction,0.77,0.87,1.00,1.06,0.97,1.01,0.70,0.75,1.10,1.15,1.22,1.44,0.82,0.94,0.76,0.85,0.63,0.70,0.85,0.93,0.80,0.96,0.77,0.83
Surface downwelling shortwave radiation,rsds,∆W/m²,9.37,26.83,3.10,33.60,4.99,38.33,16.02,39.24,7.64,33.41,4.01,20.45,8.61,15.38,1.47,11.52,6.38,24.32,6.18,24.97,8.57,23.38,5.72,23.38
Total cloud cover percentage,clt,∆%,-6.69,20.85,-4.31,26.36,-0.42,21.48,-4.54,18.45,-3.75,15.06,-1.69,10.56,-2.09,10.76,1.44,11.98,-1.64,19.67,-3.85,19.24,-3.95,20.57,-6.23,22.02
Snow depth,snd,fraction,0.08,0.18,8.39,68469387063617510000000.00,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.08,0.96
Near surface specific humidity,huss,∆kg/kg,0.000032,0.001222,0.000175,0.001409,0.000413,0.001520,0.000103,0.001331,0.000439,0.001270,0.000811,0.001235,0.000701,0.001472,0.000740,0.001565,0.000362,0.001665,0.000290,0.001700,0.000288,0.001456,0.000317,0.001429
Air pressure at mean sea level,psl,∆hPa,1.35,11.22,-0.44,9.53,-0.18,7.45,0.83,5.41,-0.42,3.79,-0.87,2.82,-0.54,2.68,-0.27,2.58,-0.15,2.69,0.44,4.50,0.84,6.84,1.55,9.31
Near surface wind speed,sfcWind,fraction,0.9629,0.4310,1.0462,0.4584,0.9846,0.3993,0.9734,0.3786,1.0053,0.3350,0.9871,0.3317,1.0009,0.3472,1.0150,0.3809,0.9532,0.3770,1.0171,0.3921,0.9804,0.3571,0.9436,0.3914
