# BCC_CSM2_MR ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.66,1.98,2.46,2.88,3.69,3.35,4.22,3.70,4.10,3.47,5.04,3.98,5.44,3.33,5.06,2.70,5.31,2.91,4.24,2.90,3.16,2.52,2.77,2.59
Daily maximum near surface air temperature,tasmax,∆°C,3.32,2.24,3.09,3.64,4.41,4.46,5.29,5.03,4.95,4.51,5.68,4.73,6.35,4.12,5.59,3.22,6.00,3.71,4.81,3.81,4.18,3.16,3.61,2.80
Daily minimum near surface air temperature,tasmin,∆°C,2.16,2.28,2.01,2.89,3.04,2.83,3.10,2.84,3.17,2.75,4.38,3.50,4.24,2.80,4.28,2.50,4.63,2.72,3.77,2.89,2.62,2.82,2.23,2.88
Precipitation,pr,fraction,0.63,0.68,0.70,0.81,0.65,0.77,0.42,0.50,0.43,0.50,0.50,0.61,0.27,0.32,0.38,0.47,0.60,0.69,0.60,0.70,0.46,0.56,0.84,0.95
Surface downwelling shortwave radiation,rsds,∆W/m²,9.82,20.99,11.34,32.16,17.11,36.20,24.89,39.75,19.94,27.49,9.16,19.76,11.60,13.08,6.96,11.10,8.16,20.18,12.73,19.86,13.31,21.16,8.16,21.16
Total cloud cover percentage,clt,∆%,-5.06,16.35,-9.05,25.00,-6.29,21.67,-8.97,18.20,-6.60,13.94,-4.09,11.12,-4.91,10.55,-6.52,8.89,-7.12,15.53,-9.73,16.46,-8.41,20.05,-8.62,19.48
Snow depth,snd,fraction,0.08,0.18,0.96,1.00,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.08,1.00
Near surface specific humidity,huss,∆kg/kg,0.000719,0.001194,0.000306,0.001410,0.000499,0.001519,0.000330,0.001356,0.000636,0.001148,0.001081,0.001069,0.001056,0.001428,0.001084,0.001569,0.001555,0.001673,0.001293,0.001543,0.000728,0.001567,0.000844,0.001370
Air pressure at mean sea level,psl,∆hPa,1.43,9.59,1.82,9.14,2.03,7.81,1.54,5.92,0.21,3.35,-1.48,2.57,-1.58,2.46,-1.53,2.62,-1.00,2.63,1.08,4.25,1.39,6.79,1.63,9.57
Near surface wind speed,sfcWind,fraction,0.9571,0.4132,1.0092,0.4078,0.9546,0.3747,0.9727,0.3628,1.0082,0.3537,1.0424,0.3796,0.9727,0.3310,1.0056,0.3827,0.9609,0.3782,1.0310,0.3922,0.9437,0.3280,0.9413,0.3800
