# IPSL_CM6A_LR ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.89,2.44,1.09,2.03,0.41,2.15,1.49,2.94,2.09,3.68,1.77,3.31,1.17,3.10,2.35,2.30,2.06,2.34,1.45,2.47,1.21,1.92,0.58,1.91
Daily maximum near surface air temperature,tasmax,∆°C,1.32,2.77,1.48,2.99,0.66,3.15,2.00,4.20,2.61,4.98,2.06,4.25,1.43,3.72,2.84,2.50,2.32,2.74,1.54,3.31,1.88,2.70,0.81,2.09
Daily minimum near surface air temperature,tasmin,∆°C,0.73,2.64,0.84,1.96,0.15,1.92,0.96,1.97,1.60,2.58,1.50,2.59,1.01,2.79,1.87,2.46,1.93,2.31,1.42,2.15,0.75,2.11,0.39,2.40
Precipitation,pr,fraction,0.85,0.86,0.97,1.19,0.81,0.87,0.61,0.64,0.70,0.81,0.87,1.18,0.70,1.18,0.70,1.10,0.59,0.88,1.02,1.23,0.34,0.39,0.82,0.92
Surface downwelling shortwave radiation,rsds,∆W/m²,7.42,25.87,8.82,40.23,11.24,45.72,21.58,54.88,16.16,52.83,7.79,35.03,1.98,21.98,2.67,12.80,7.05,27.09,0.74,33.97,13.50,29.25,5.84,29.25
Total cloud cover percentage,clt,∆%,-7.41,21.57,-6.48,30.68,-5.54,26.47,-8.66,28.07,-8.95,23.45,-4.74,16.69,-1.00,12.27,-2.00,7.81,-5.09,14.65,-1.24,23.82,-11.42,26.52,-5.05,26.47
Snow depth,snd,fraction,0.94,1.61,1.62,2.83,2.34,1.31,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.64,1.00,0.61,0.69
Near surface specific humidity,huss,∆kg/kg,0.000292,0.001214,0.000334,0.001110,-0.000098,0.001042,0.000094,0.000982,0.000287,0.001192,0.000327,0.001574,0.000175,0.002075,0.000494,0.001810,0.000898,0.001689,0.000646,0.001474,0.000089,0.001258,0.000089,0.001284
Air pressure at mean sea level,psl,∆hPa,0.85,8.87,0.70,9.59,0.66,6.97,2.36,5.36,-0.27,3.60,-0.83,2.39,-0.49,2.23,-0.78,2.01,-0.45,2.05,-0.13,4.58,2.22,6.82,0.51,7.87
Near surface wind speed,sfcWind,fraction,0.9333,0.4479,0.9721,0.4907,0.9520,0.4247,0.9029,0.4622,0.9438,0.3651,0.9359,0.3826,0.9871,0.4127,0.9493,0.4147,0.9332,0.3750,0.9898,0.4679,0.9001,0.3953,0.9579,0.4919
