# GISS_E2_2_G ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.79,2.07,2.76,2.67,2.49,2.92,2.63,2.92,4.09,3.30,5.33,3.24,4.60,2.66,4.89,2.58,4.27,2.63,3.09,3.04,3.02,2.64,3.37,2.32
Daily maximum near surface air temperature,tasmax,∆°C,2.86,2.30,2.75,3.21,2.62,3.54,2.57,3.25,4.16,3.77,5.37,3.55,4.57,2.77,4.76,2.90,4.16,2.90,2.97,3.28,3.08,2.95,3.45,2.38
Daily minimum near surface air temperature,tasmin,∆°C,2.81,2.43,2.75,2.84,2.34,2.59,2.54,2.77,3.92,2.96,5.24,3.04,4.57,2.79,4.91,2.55,4.25,2.60,3.19,3.13,2.97,2.83,3.33,2.64
Precipitation,pr,fraction,0.95,1.00,0.71,0.72,0.74,0.73,0.77,0.84,0.63,0.74,0.68,0.88,0.51,0.67,0.27,0.32,0.56,0.63,0.77,0.87,0.64,0.64,1.20,1.20
Surface downwelling shortwave radiation,rsds,∆W/m²,5.14,20.77,2.71,25.63,11.49,27.58,10.08,36.97,9.62,40.88,6.33,44.45,7.12,33.68,5.04,33.71,5.42,30.10,4.47,25.86,6.46,20.52,1.37,20.52
Total cloud cover percentage,clt,∆%,-3.77,20.51,-4.12,23.27,-3.61,19.49,-8.71,16.36,-6.41,23.75,-9.25,21.97,-6.52,16.21,-7.90,19.59,-7.42,20.06,-5.45,20.03,-7.69,20.13,0.56,20.07
Snow depth,snd,fraction,0.88,0.94,0.88,0.95,0.91,0.92,0.92,0.93,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.91,0.91,0.92,0.94,0.09,0.93
Near surface specific humidity,huss,∆kg/kg,0.000841,0.001101,0.000832,0.001054,0.000689,0.000869,0.000585,0.000987,0.000896,0.001360,0.001580,0.001776,0.001581,0.001815,0.001827,0.001680,0.001737,0.001713,0.001274,0.001702,0.000966,0.001206,0.001333,0.001207
Air pressure at mean sea level,psl,∆hPa,-0.31,7.18,-0.17,6.57,-0.34,5.07,-0.34,3.72,-0.08,2.76,-1.30,2.21,-1.53,1.86,-1.50,1.98,-1.15,2.34,-1.38,3.79,0.72,5.40,-1.97,7.03
Near surface wind speed,sfcWind,fraction,1.0825,0.4805,1.0204,0.4300,1.0198,0.3603,1.0176,0.3480,1.0192,0.3767,0.9830,0.3500,0.9776,0.3050,1.0081,0.3627,0.9629,0.3606,0.9955,0.4128,1.0707,0.4216,1.0410,0.4344
