# CMCC_ESM2 ssp126 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.06,2.09,1.96,2.53,2.45,2.85,3.16,4.29,3.45,4.59,2.47,3.64,2.49,2.60,1.94,2.51,3.09,1.88,2.90,2.35,2.99,2.18,2.44,1.95
Daily maximum near surface air temperature,tasmax,∆°C,2.10,2.10,2.07,3.03,2.64,3.65,3.36,5.12,3.41,5.27,2.44,4.20,2.55,3.06,1.99,2.78,3.05,2.18,2.74,2.73,2.96,2.43,2.36,1.91
Daily minimum near surface air temperature,tasmin,∆°C,2.10,2.30,1.85,2.52,2.29,2.49,2.98,3.63,3.48,3.93,2.52,3.13,2.47,2.32,1.98,2.27,3.12,1.69,3.05,2.18,2.98,2.28,2.50,2.36
Precipitation,pr,fraction,0.91,1.12,0.92,1.08,0.77,0.98,0.62,0.65,0.91,0.97,0.70,0.83,0.56,0.86,0.32,0.55,0.82,1.01,0.94,1.15,0.65,0.71,1.63,1.97
Surface downwelling shortwave radiation,rsds,∆W/m²,5.90,17.39,7.50,22.68,9.32,37.06,14.97,40.45,4.17,37.39,9.42,28.17,3.59,17.08,3.98,13.98,3.00,18.44,3.01,23.39,3.96,20.83,1.79,20.83
Total cloud cover percentage,clt,∆%,0.36,22.92,-5.81,20.85,-2.79,25.76,-6.40,20.00,-0.49,16.97,-3.22,14.35,-0.77,8.90,-1.24,10.07,-3.49,15.57,0.38,18.85,-0.75,22.94,-2.56,27.84
Snow depth,snd,fraction,0.80,0.92,0.92,1.00,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.92,1.00,0.28,1.00
Near surface specific humidity,huss,∆kg/kg,0.000795,0.001255,0.000640,0.001381,0.000526,0.001680,0.000291,0.001734,0.000908,0.001604,0.000726,0.001863,0.001229,0.002013,0.001648,0.001817,0.001380,0.001879,0.001218,0.001688,0.001243,0.001523,0.000960,0.001613
Air pressure at mean sea level,psl,∆hPa,-1.09,4.92,0.21,5.91,0.53,5.38,-0.30,3.39,-0.81,2.03,-0.12,1.38,-0.27,1.51,-0.36,1.87,-0.50,1.79,-0.22,2.83,0.57,5.14,-1.19,6.62
Near surface wind speed,sfcWind,fraction,1.0063,0.3724,0.9230,0.3722,1.0081,0.4090,0.9857,0.3315,0.9999,0.3174,1.0463,0.3571,1.0281,0.3167,1.0160,0.3248,0.9708,0.3031,0.9729,0.3643,0.9371,0.3469,1.0304,0.4081
