# CanESM5_CanOE ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.98,2.06,1.67,2.47,1.56,3.32,2.10,3.90,3.03,3.69,3.94,3.85,4.11,2.63,4.11,2.53,3.91,2.39,3.36,2.41,2.54,2.23,1.73,2.16
Daily maximum near surface air temperature,tasmax,∆°C,2.62,2.23,1.85,3.37,1.50,4.66,2.12,5.35,3.13,4.81,4.04,4.75,4.01,3.55,3.89,3.07,3.61,3.22,3.55,3.01,2.65,2.87,2.12,2.13
Daily minimum near surface air temperature,tasmin,∆°C,1.64,2.45,1.54,2.67,1.53,2.61,2.05,2.85,2.83,2.81,3.68,3.40,3.93,2.42,3.92,2.65,4.06,2.39,3.23,2.63,2.56,2.60,1.59,2.53
Precipitation,pr,fraction,0.82,1.00,1.13,1.59,1.00,1.21,0.83,0.98,0.72,0.88,0.68,0.90,0.71,0.91,0.69,0.95,0.82,0.84,0.57,0.68,0.85,0.91,0.61,0.63
Surface downwelling shortwave radiation,rsds,∆W/m²,7.20,21.09,3.67,38.44,2.69,36.09,2.96,43.67,6.56,42.81,2.78,30.74,-0.31,22.76,-0.50,14.04,-0.16,25.37,2.36,28.86,4.00,26.59,8.95,26.59
Total cloud cover percentage,clt,∆%,-8.90,25.11,-5.38,33.33,-4.05,25.95,-7.10,24.16,-5.15,20.48,-5.87,11.40,-4.31,10.95,-3.86,12.11,-3.82,19.03,-5.55,25.02,-6.03,25.36,-10.07,25.64
Snow depth,snd,fraction,0.05,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.05,1.00
Near surface specific humidity,huss,∆kg/kg,0.000513,0.001215,0.000330,0.001555,0.000419,0.001188,0.000530,0.001351,0.000727,0.001523,0.000988,0.002383,0.001464,0.002492,0.001780,0.002058,0.002162,0.001939,0.001513,0.001733,0.001114,0.001671,0.000505,0.001313
Air pressure at mean sea level,psl,∆hPa,0.52,7.03,-1.27,7.13,-1.87,5.57,-1.11,5.05,-0.83,3.11,-1.29,2.35,-1.84,2.04,-2.51,2.47,-1.80,2.34,-0.61,3.95,-0.37,5.71,2.25,6.67
Near surface wind speed,sfcWind,fraction,0.8998,0.4280,1.0170,0.5325,0.9424,0.4151,0.9627,0.4104,0.9398,0.3860,0.9401,0.3831,0.9565,0.3707,0.9242,0.3567,0.9479,0.3933,0.8591,0.3767,0.8723,0.4166,0.8554,0.4047
