# IPSL_CM6A_LR ssp126 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.31,2.04,1.10,2.01,1.17,2.19,0.96,2.69,1.55,3.14,1.67,3.37,1.09,3.16,2.54,2.33,2.31,2.40,1.58,2.44,1.37,2.02,0.93,2.25
Daily maximum near surface air temperature,tasmax,∆°C,1.71,2.23,1.41,2.96,1.76,3.27,1.31,3.68,1.88,4.28,2.00,4.37,1.41,3.74,3.08,2.66,2.60,2.98,1.76,3.28,1.73,2.89,1.11,2.51
Daily minimum near surface air temperature,tasmin,∆°C,1.09,2.42,0.86,1.93,0.67,1.93,0.55,1.99,1.19,2.29,1.34,2.61,0.82,2.84,1.97,2.30,2.09,2.11,1.44,2.24,1.06,2.22,0.81,2.58
Precipitation,pr,fraction,0.79,0.82,0.87,0.98,0.64,0.76,0.75,0.74,0.77,0.88,0.88,1.26,0.44,0.64,0.46,0.66,0.59,0.92,0.88,1.09,0.47,0.54,0.72,0.76
Surface downwelling shortwave radiation,rsds,∆W/m²,6.68,28.60,7.93,40.53,16.61,43.18,16.02,49.10,17.17,55.97,8.82,39.58,4.88,21.08,3.64,13.67,8.40,25.61,6.23,33.32,8.87,30.44,6.00,30.44
Total cloud cover percentage,clt,∆%,-6.45,25.45,-5.85,29.98,-8.46,24.83,-6.60,24.98,-6.76,24.88,-4.57,18.98,-2.76,11.48,-2.25,8.21,-6.21,14.19,-4.88,24.09,-6.04,27.82,-4.79,24.26
Snow depth,snd,fraction,0.16,0.54,2.64,4.71,1.00,1.00,0.64,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.56,2.99
Near surface specific humidity,huss,∆kg/kg,0.000400,0.001134,0.000366,0.001051,0.000111,0.000992,0.000026,0.000963,0.000287,0.001233,0.000257,0.001570,-0.000020,0.001946,0.000444,0.001509,0.000867,0.001482,0.000648,0.001603,0.000287,0.001288,0.000251,0.001371
Air pressure at mean sea level,psl,∆hPa,1.78,8.81,0.95,9.17,1.25,6.80,1.39,5.79,-0.32,4.06,-0.42,2.15,-0.28,2.22,-0.46,2.19,-0.41,2.19,-0.28,4.33,1.45,7.35,1.10,7.31
Near surface wind speed,sfcWind,fraction,0.9297,0.4608,0.9410,0.4792,0.9330,0.4252,0.9310,0.4656,0.9616,0.3945,0.9882,0.3937,1.0374,0.4361,0.9691,0.4016,0.9969,0.3991,0.9926,0.4629,0.9292,0.4194,0.9432,0.4742
