# GISS_E2_2_G ssp585 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.87,1.88,1.70,2.34,1.69,3.05,2.15,3.04,2.17,3.49,3.31,3.11,2.76,2.59,3.18,2.58,2.59,2.66,2.15,2.90,1.76,2.35,2.02,2.66
Daily maximum near surface air temperature,tasmax,∆°C,1.89,1.99,1.41,2.88,1.67,3.95,2.16,3.46,2.23,4.06,3.39,3.28,2.83,2.76,3.22,2.78,2.57,2.76,2.12,3.02,1.78,2.55,2.04,2.54
Daily minimum near surface air temperature,tasmin,∆°C,1.94,2.27,1.99,2.57,1.72,2.46,2.06,2.83,2.02,3.11,3.10,3.16,2.68,2.65,3.00,2.72,2.45,2.84,2.14,3.11,1.78,2.63,1.99,3.10
Precipitation,pr,fraction,1.05,1.08,1.19,1.26,1.31,1.43,0.75,0.84,0.89,0.90,0.44,0.54,0.94,1.24,0.51,0.75,0.85,0.99,0.92,1.00,0.68,0.63,1.17,1.20
Surface downwelling shortwave radiation,rsds,∆W/m²,3.62,18.96,0.53,28.82,0.11,30.29,2.31,36.52,5.83,42.11,12.91,43.24,5.46,32.34,6.54,32.94,6.48,29.66,2.45,26.08,4.18,23.05,2.31,23.05
Total cloud cover percentage,clt,∆%,-3.93,19.67,-0.60,25.91,1.44,22.55,-4.87,18.69,-3.60,23.68,-9.47,20.72,-4.29,16.97,-7.03,19.00,-5.43,17.31,-2.58,19.92,-4.78,22.38,-0.77,18.40
Snow depth,snd,fraction,0.91,0.98,1.38,2.57,0.95,0.99,0.93,0.97,1.52,2.61,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.91,1.00,0.92,0.94,0.58,0.96
Near surface specific humidity,huss,∆kg/kg,0.000629,0.001010,0.000698,0.001191,0.000715,0.000928,0.000560,0.000992,0.000549,0.001239,0.000651,0.001647,0.000917,0.001633,0.001084,0.001917,0.001008,0.001867,0.001043,0.001630,0.000670,0.001327,0.000732,0.001276
Air pressure at mean sea level,psl,∆hPa,-0.57,7.57,-1.47,7.58,-1.37,6.47,-0.47,4.26,0.34,2.82,-0.55,2.45,-1.06,1.98,-0.94,1.88,-0.70,2.48,-0.99,3.45,0.53,5.76,-0.95,7.05
Near surface wind speed,sfcWind,fraction,1.0666,0.4348,1.0730,0.4400,1.0393,0.4234,0.9996,0.3725,1.0346,0.3751,1.0054,0.3519,1.0017,0.3149,0.9883,0.3459,0.9740,0.3476,0.9418,0.3842,1.0037,0.4233,1.0618,0.4429
