# IPSL_CM6A_LR ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,3.76,2.38,3.14,2.39,3.33,2.91,4.33,3.43,5.28,3.55,5.15,3.91,4.52,3.43,5.72,2.92,5.75,2.83,5.62,2.72,4.54,2.01,3.36,2.33
Daily maximum near surface air temperature,tasmax,∆°C,4.67,2.89,3.75,3.38,3.98,4.18,5.45,4.61,6.09,4.64,5.69,4.82,5.00,3.95,6.34,3.18,6.12,3.24,6.15,3.44,5.45,2.70,4.11,2.87
Daily minimum near surface air temperature,tasmin,∆°C,3.25,2.58,2.67,2.12,2.84,2.37,3.29,2.50,4.54,2.67,4.74,3.14,4.22,3.13,5.19,2.87,5.59,2.68,5.27,2.46,3.95,2.18,2.90,2.66
Precipitation,pr,fraction,0.36,0.43,0.60,0.68,0.80,0.95,0.37,0.40,0.42,0.53,0.43,0.61,0.25,0.51,0.35,0.47,0.33,0.58,0.17,0.27,0.24,0.29,0.60,0.81
Surface downwelling shortwave radiation,rsds,∆W/m²,13.43,29.44,14.92,36.39,10.52,46.00,31.92,49.64,16.64,46.03,8.58,35.43,1.82,17.25,-5.22,12.94,3.13,26.99,11.77,30.75,16.61,26.46,11.85,26.46
Total cloud cover percentage,clt,∆%,-16.70,27.07,-14.58,29.19,-11.69,28.22,-21.78,27.19,-13.86,22.59,-10.11,17.26,-5.33,10.44,-3.98,7.04,-10.70,14.79,-16.25,22.25,-19.35,24.42,-16.60,28.41
Snow depth,snd,fraction,0.64,0.64,0.64,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.64,0.64
Near surface specific humidity,huss,∆kg/kg,0.001190,0.001342,0.000692,0.001120,0.000726,0.001330,0.000513,0.001113,0.001144,0.001132,0.001355,0.001511,0.001444,0.002030,0.001988,0.001731,0.002779,0.001696,0.002250,0.001660,0.001493,0.001387,0.001170,0.001563
Air pressure at mean sea level,psl,∆hPa,3.64,8.59,1.93,8.56,0.62,7.72,1.74,5.29,-1.85,3.33,-2.20,2.33,-2.68,2.39,-2.90,1.87,-2.46,2.43,0.02,4.03,1.93,6.28,2.07,8.22
Near surface wind speed,sfcWind,fraction,0.9224,0.4385,0.9388,0.4496,0.9030,0.4167,0.9103,0.4477,1.0143,0.3994,1.0520,0.4182,1.1074,0.4774,1.0310,0.4483,1.0352,0.4583,1.0460,0.5337,0.9679,0.4753,1.0036,0.5260
