# CNRM_CM6_1 ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,3.46,2.12,3.33,2.91,2.93,2.77,3.07,3.76,4.58,3.89,5.78,4.00,5.61,3.05,6.14,3.03,6.16,2.91,5.91,3.71,4.02,2.75,2.91,3.17
Daily maximum near surface air temperature,tasmax,∆°C,3.98,2.52,3.85,3.51,2.99,3.79,3.51,5.00,5.06,4.60,6.32,4.69,6.08,3.57,6.52,3.35,6.36,3.52,6.24,4.60,4.65,3.16,3.51,3.18
Daily minimum near surface air temperature,tasmin,∆°C,3.18,2.58,2.92,3.24,2.95,2.63,2.68,2.86,4.21,3.43,5.52,3.40,5.35,2.75,6.00,2.95,6.14,2.66,5.70,3.31,3.61,2.99,2.46,3.51
Precipitation,pr,fraction,0.72,0.75,0.93,1.11,1.16,1.19,0.70,0.68,0.48,0.55,0.40,0.56,0.37,0.59,0.69,0.97,0.57,0.65,0.48,0.51,0.67,0.66,0.55,0.53
Surface downwelling shortwave radiation,rsds,∆W/m²,4.05,28.85,5.19,42.15,-0.72,42.05,16.21,41.45,10.41,36.41,12.94,30.98,11.56,27.74,6.70,22.89,7.43,29.86,9.99,30.14,11.71,24.90,7.88,24.90
Total cloud cover percentage,clt,∆%,1.60,30.56,-1.53,33.05,0.08,28.02,-8.12,20.30,-6.63,18.04,-6.24,14.90,-5.65,16.14,-8.14,19.07,-1.08,19.54,-6.08,25.18,-7.98,25.61,-7.41,26.80
Snow depth,snd,fraction,0.00,0.86,0.00,0.96,9.59,65.59,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.86,0.96,0.00,0.00
Near surface specific humidity,huss,∆kg/kg,0.001132,0.001307,0.000838,0.001752,0.000763,0.001425,0.000343,0.001424,0.000578,0.001577,0.001115,0.001760,0.001454,0.001719,0.001825,0.001920,0.002061,0.002369,0.001934,0.002108,0.001210,0.001617,0.000871,0.001574
Air pressure at mean sea level,psl,∆hPa,3.67,10.01,1.86,10.48,-0.45,7.34,0.97,5.06,-0.07,3.22,-0.36,2.17,-0.72,1.90,-0.71,1.68,-0.32,2.20,1.45,4.16,3.02,5.53,3.87,6.98
Near surface wind speed,sfcWind,fraction,0.9314,0.4358,0.9660,0.4806,1.0704,0.4785,1.0132,0.3927,1.0413,0.4136,1.1403,0.4012,1.0787,0.3771,1.0279,0.3333,0.9882,0.4209,0.9629,0.4246,0.8839,0.4040,0.9090,0.3997
