# CMCC_ESM2 ssp370 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,3.01,2.38,3.11,2.73,3.41,3.10,4.81,4.20,4.81,4.59,3.95,3.35,3.75,2.86,3.06,2.62,4.24,2.67,3.91,2.63,3.81,2.26,3.14,1.90
Daily maximum near surface air temperature,tasmax,∆°C,2.85,2.29,3.10,3.51,3.66,3.96,5.16,4.98,4.87,5.15,3.99,3.72,3.94,3.11,3.25,2.91,4.20,2.99,3.71,3.02,3.85,2.55,2.99,1.97
Daily minimum near surface air temperature,tasmin,∆°C,3.17,2.65,3.11,2.62,3.20,2.68,4.55,3.57,4.72,3.96,3.95,3.00,3.66,2.61,3.04,2.36,4.29,2.47,4.11,2.50,3.78,2.38,3.22,2.30
Precipitation,pr,fraction,1.01,1.28,0.97,1.29,0.49,0.57,0.56,0.56,0.67,0.71,0.55,0.69,0.33,0.53,0.37,0.62,1.05,1.26,0.86,1.12,0.38,0.44,1.15,1.42
Surface downwelling shortwave radiation,rsds,∆W/m²,1.93,19.82,3.44,30.98,14.10,33.60,10.85,37.77,4.07,38.52,4.84,32.17,-1.49,15.48,-4.00,16.42,-5.43,19.69,0.21,23.90,5.15,20.49,2.79,20.49
Total cloud cover percentage,clt,∆%,-0.06,24.10,-0.61,26.17,-6.22,24.43,-2.46,20.50,-4.86,18.93,-4.21,16.08,-1.81,8.70,-1.96,9.02,-5.67,13.10,-4.94,19.23,-4.51,23.97,-5.20,31.08
Snow depth,snd,fraction,0.80,0.92,10.00,50758137413632.00,2.03,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.92,1.00,0.28,1.00
Near surface specific humidity,huss,∆kg/kg,0.001002,0.001684,0.000772,0.001722,0.000267,0.001936,0.000436,0.001766,0.000656,0.001753,0.001197,0.002233,0.001782,0.002140,0.002334,0.001864,0.002083,0.001927,0.001817,0.002038,0.001117,0.001797,0.001040,0.001688
Air pressure at mean sea level,psl,∆hPa,-1.33,5.59,-0.27,7.39,1.16,5.76,-0.24,3.54,-0.65,2.24,-0.40,1.27,-1.01,1.65,-1.42,1.92,-1.22,1.67,-0.49,2.93,0.67,5.54,-1.39,6.82
Near surface wind speed,sfcWind,fraction,1.0475,0.3974,0.9849,0.4103,1.0145,0.4148,1.0099,0.3163,1.0262,0.3312,1.0534,0.3352,1.0435,0.3161,1.0221,0.3235,1.0177,0.3537,0.9815,0.4014,0.9270,0.3450,1.0138,0.4157
