# UKESM1_0_LL ssp245 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.26,2.92,2.76,2.13,2.06,2.14,2.62,2.86,3.19,3.04,3.36,2.48,3.94,2.72,3.44,2.43,3.65,2.13,3.84,2.59,3.06,2.38,2.78,2.95
Daily maximum near surface air temperature,tasmax,∆°C,2.34,2.42,2.77,2.45,2.00,3.15,3.12,4.35,3.86,4.16,4.06,3.19,4.24,3.09,3.83,2.93,4.00,2.82,4.43,3.63,3.58,2.76,3.22,2.66
Daily minimum near surface air temperature,tasmin,∆°C,2.24,3.62,2.79,2.87,2.19,2.44,2.14,2.39,2.53,2.57,2.61,2.71,3.61,2.97,3.05,2.33,3.37,2.44,3.44,3.40,2.75,3.38,2.62,3.58
Precipitation,pr,fraction,1.12,1.38,1.05,1.43,1.21,1.41,0.75,0.84,0.76,0.92,0.60,0.74,0.48,0.77,0.27,0.39,0.50,0.71,0.78,0.89,0.88,1.00,0.63,0.68
Surface downwelling shortwave radiation,rsds,∆W/m²,1.55,28.59,-1.01,39.45,0.30,39.63,19.72,45.07,12.92,36.12,7.79,26.29,4.30,21.69,7.43,14.44,5.56,18.23,6.82,24.50,5.98,26.38,6.17,26.38
Total cloud cover percentage,clt,∆%,1.82,34.59,5.84,33.58,1.09,27.05,-8.57,22.75,-7.86,19.16,-3.52,18.08,-1.38,18.96,-6.35,11.36,-7.63,17.63,-8.37,22.10,-6.35,27.92,-4.72,26.70
Snow depth,snd,fraction,0.42,0.94,0.45,1.00,0.86,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.55,1.00
Near surface specific humidity,huss,∆kg/kg,0.001023,0.001741,0.001415,0.001446,0.000982,0.001547,0.000874,0.001517,0.000962,0.001792,0.001184,0.001962,0.001446,0.001858,0.001286,0.001414,0.001726,0.001876,0.002035,0.002515,0.001606,0.002071,0.001313,0.001844
Air pressure at mean sea level,psl,∆hPa,-2.31,7.77,-1.65,10.26,-1.15,6.69,-0.05,4.37,-0.91,2.93,-0.68,2.23,-0.31,1.73,-0.81,1.47,0.06,1.78,-0.16,3.68,-0.33,5.79,0.83,7.26
Near surface wind speed,sfcWind,fraction,0.9374,0.5039,0.8999,0.4939,1.0068,0.4566,0.9489,0.3862,0.9827,0.3784,0.9904,0.3174,0.9911,0.3038,0.9715,0.2847,0.9210,0.3353,0.9102,0.3543,0.8726,0.4264,0.8537,0.4174
