# CNRM_CM6_1 ssp245 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.93,2.36,1.21,2.69,0.91,2.44,1.06,3.54,1.46,3.84,1.96,3.53,1.90,2.79,1.90,2.19,2.22,2.66,1.44,2.76,0.71,2.24,0.61,2.68
Daily maximum near surface air temperature,tasmax,∆°C,1.31,2.46,1.46,2.90,1.05,3.32,1.36,4.88,1.58,4.83,2.16,4.32,2.01,3.33,1.98,2.56,2.46,3.41,1.46,3.49,1.35,2.62,1.01,2.63
Daily minimum near surface air temperature,tasmin,∆°C,0.73,2.81,1.00,3.29,0.75,2.56,0.72,2.61,1.38,3.08,1.91,2.87,1.87,2.54,1.88,2.08,2.03,2.23,1.39,2.63,0.27,2.56,0.31,3.15
Precipitation,pr,fraction,0.57,0.55,0.95,1.04,0.97,0.99,0.86,0.88,0.95,0.95,0.90,1.06,1.18,1.82,1.23,1.57,0.76,0.83,0.91,0.89,0.66,0.65,0.71,0.70
Surface downwelling shortwave radiation,rsds,∆W/m²,5.44,25.99,2.73,39.49,4.55,42.42,15.28,45.33,0.92,42.94,5.41,34.95,5.31,32.79,4.62,22.82,7.93,29.26,3.45,29.33,13.47,27.16,6.35,27.16
Total cloud cover percentage,clt,∆%,0.36,27.40,1.85,31.16,-0.72,29.45,-9.44,22.26,-0.60,15.93,0.60,15.69,-2.12,16.03,-4.13,16.78,-0.23,19.26,-3.79,23.83,-10.13,30.30,-6.50,27.68
Snow depth,snd,fraction,0.03,0.08,0.09,0.23,9.61,128.64,0.97,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.94,1.08,1.13,3.13
Near surface specific humidity,huss,∆kg/kg,0.000181,0.001246,0.000301,0.001694,-0.000038,0.001557,-0.000238,0.001503,0.000198,0.001528,0.000310,0.001781,0.000490,0.001744,0.000589,0.001644,0.000433,0.001811,0.000509,0.001939,-0.000225,0.001389,-0.000045,0.001413
Air pressure at mean sea level,psl,∆hPa,2.15,10.00,0.56,9.54,0.58,7.98,0.98,4.96,0.15,3.79,0.16,2.28,-0.44,1.93,-0.31,1.51,0.27,2.12,0.64,4.80,2.31,6.30,3.17,7.21
Near surface wind speed,sfcWind,fraction,0.9568,0.4473,1.0029,0.5300,1.0518,0.4530,1.0251,0.4273,1.0121,0.3911,1.0933,0.4083,1.0173,0.3824,1.0078,0.3282,0.9977,0.4097,0.9926,0.4270,0.9360,0.4278,0.9928,0.4472
