# MRI_ESM2_0 ssp245 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.57,2.82,0.93,3.05,1.06,3.13,0.92,3.02,1.55,3.38,1.94,3.29,2.91,4.14,3.39,3.21,2.12,3.66,1.62,3.41,1.27,2.20,0.98,2.33
Daily maximum near surface air temperature,tasmax,∆°C,0.84,2.64,0.98,3.48,1.19,3.93,1.09,3.87,1.82,4.39,2.14,4.22,3.11,5.37,3.77,4.21,2.48,4.42,1.69,4.75,1.34,2.78,1.02,2.35
Daily minimum near surface air temperature,tasmin,∆°C,0.35,3.05,0.93,3.25,0.96,3.03,0.72,2.75,1.30,2.57,1.78,2.48,2.69,3.10,2.94,2.43,1.78,3.21,1.56,2.71,1.25,2.27,0.92,2.57
Precipitation,pr,fraction,0.80,0.86,0.90,1.19,0.71,0.87,0.85,0.90,0.80,0.85,0.86,1.01,0.76,0.95,0.53,0.74,0.65,0.82,0.81,0.87,0.85,0.84,1.41,1.46
Surface downwelling shortwave radiation,rsds,∆W/m²,7.32,27.08,-1.70,42.33,0.06,49.13,1.61,45.96,4.20,46.59,3.87,33.44,0.11,25.23,6.94,18.57,7.04,20.74,0.14,28.29,3.73,23.64,-1.58,23.64
Total cloud cover percentage,clt,∆%,-4.69,31.15,1.13,34.65,0.36,31.40,-3.34,22.96,-3.79,20.04,-2.08,18.27,0.33,14.70,-5.10,13.81,-3.03,18.55,0.04,25.08,1.19,24.44,2.76,29.09
Snow depth,snd,fraction,1.35,13.38,1.35,4.22,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.35,1.00,1.17,1.54
Near surface specific humidity,huss,∆kg/kg,0.000024,0.001647,0.000396,0.001515,0.000015,0.001553,-0.000004,0.001356,0.000365,0.001522,0.000670,0.001919,0.000803,0.002559,0.000586,0.002230,0.000230,0.001631,0.000753,0.001747,0.000628,0.001328,0.000510,0.001600
Air pressure at mean sea level,psl,∆hPa,1.41,9.17,0.72,12.30,1.32,9.81,0.99,5.06,-0.32,4.17,-0.87,2.44,-0.96,1.69,-0.85,2.08,-0.42,2.73,0.37,4.45,-0.02,7.04,-1.08,9.54
Near surface wind speed,sfcWind,fraction,0.9768,0.4004,0.9789,0.4778,1.0029,0.4059,1.0448,0.3851,0.9920,0.3252,1.0046,0.3322,1.0140,0.3980,0.9921,0.3530,1.0037,0.3155,0.9891,0.3690,0.9649,0.4037,1.0658,0.4891
