# CanESM5 ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.81,2.37,1.95,2.45,2.05,2.84,2.33,3.16,2.97,3.10,3.61,3.68,4.22,2.82,4.02,2.33,4.12,2.48,3.38,2.61,2.26,2.34,2.32,2.34
Daily maximum near surface air temperature,tasmax,∆°C,1.56,2.49,2.08,3.25,2.03,4.30,2.27,4.50,2.84,4.03,3.54,4.86,4.12,3.43,3.63,2.79,3.79,3.05,3.45,3.20,2.28,2.96,2.23,2.84
Daily minimum near surface air temperature,tasmin,∆°C,1.91,2.90,1.87,2.68,2.07,2.14,2.45,2.40,3.08,2.45,3.60,2.84,4.04,2.85,4.01,2.47,4.25,2.71,3.29,2.84,2.34,2.57,2.40,2.59
Precipitation,pr,fraction,1.24,1.54,0.70,0.86,1.23,1.43,0.84,1.06,1.13,1.26,0.87,1.08,0.40,0.53,0.93,1.20,0.98,1.18,0.57,0.64,0.94,1.10,0.85,0.98
Surface downwelling shortwave radiation,rsds,∆W/m²,-3.65,29.12,5.24,32.87,-2.57,36.92,-2.34,41.78,-4.21,37.15,0.96,33.61,0.19,20.11,0.72,15.97,-1.36,22.87,2.55,27.05,1.80,27.73,-0.79,27.73
Total cloud cover percentage,clt,∆%,2.84,29.84,-4.68,30.57,-1.57,27.23,-3.82,22.42,-4.00,17.32,-5.41,15.10,-5.16,11.45,-4.35,10.45,-5.01,19.19,-6.20,19.97,-6.25,27.62,-0.88,26.87
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000903,0.001448,0.000548,0.001328,0.000677,0.001193,0.000721,0.001371,0.001073,0.001405,0.001319,0.002188,0.001160,0.002096,0.001742,0.001807,0.002201,0.002260,0.001514,0.001995,0.001064,0.001544,0.001036,0.001382
Air pressure at mean sea level,psl,∆hPa,-2.47,8.28,-0.40,8.17,-2.17,7.11,-1.43,3.92,-0.98,2.53,-1.64,2.16,-1.73,2.19,-2.94,2.01,-1.99,2.35,-0.81,3.69,0.06,5.84,-0.64,7.63
Near surface wind speed,sfcWind,fraction,0.9552,0.4505,0.8931,0.4573,0.9190,0.4193,0.9748,0.4154,0.9173,0.3717,0.9431,0.3809,1.0457,0.4198,1.0056,0.3674,0.9838,0.3981,0.9179,0.4066,0.8770,0.4290,0.9208,0.4837
