# Ensemble ssp245 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.56,0.00,1.18,0.00,1.43,0.00,1.53,0.00,1.49,0.00,2.13,0.00,2.42,0.00,2.04,0.00,1.70,0.00,1.23,0.00,1.36,0.00,1.50,0.00
Daily maximum near surface air temperature,tasmax,∆°C,1.53,0.00,1.18,0.00,1.47,0.00,1.56,0.00,1.53,0.00,2.28,0.00,2.51,0.00,2.05,0.00,1.79,0.00,1.21,0.00,1.33,0.00,1.51,0.00
Daily minimum near surface air temperature,tasmin,∆°C,1.56,0.00,1.15,0.00,1.40,0.00,1.51,0.00,1.43,0.00,1.95,0.00,2.33,0.00,2.03,0.00,1.63,0.00,1.20,0.00,1.41,0.00,1.49,0.00
Precipitation,pr,fraction,0.95,0.00,1.03,0.00,1.05,0.00,0.96,0.00,0.90,0.00,0.85,0.00,0.94,0.00,0.90,0.00,0.69,0.00,1.16,0.00,0.86,0.00,1.19,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.20,0.00,2.97,0.00,6.03,0.00,14.42,0.00,10.92,0.00,25.48,0.00,22.75,0.00,17.38,0.00,12.47,0.00,2.52,0.00,0.83,0.00,0.90,0.00
Total cloud cover percentage,clt,∆%,3.35,0.00,-1.57,0.00,-0.92,0.00,-3.40,0.00,-3.75,0.00,-3.33,0.00,-3.66,0.00,-3.78,0.00,-4.30,0.00,-2.23,0.00,1.58,0.00,-0.06,0.00
Snow depth,snd,fraction,0.57,0.00,0.26,0.00,0.05,0.00,0.02,0.00,0.96,0.00,0.96,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.96,0.00,0.02,0.00,0.03,0.00
Near surface specific humidity,huss,∆kg/kg,0.000729,0.000000,0.000261,0.000000,0.000471,0.000000,0.000409,0.000000,0.000319,0.000000,0.000669,0.000000,0.000677,0.000000,0.000442,0.000000,0.000528,0.000000,0.000311,0.000000,0.000671,0.000000,0.000650,0.000000
Air pressure at mean sea level,psl,∆hPa,2.51,0.00,2.58,0.00,-0.02,0.00,1.62,0.00,-0.06,0.00,1.28,0.00,0.63,0.00,0.57,0.00,2.05,0.00,-1.48,0.00,3.74,0.00,-0.23,0.00
Near surface wind speed,sfcWind,fraction,1.0307,0.0000,0.9838,0.0000,0.9984,0.0000,1.0370,0.0000,0.9676,0.0000,0.9464,0.0000,1.0107,0.0000,1.0308,0.0000,0.9305,0.0000,1.0732,0.0000,1.0012,0.0000,1.0393,0.0000
