# BCC_CSM2_MR ssp370 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.33,2.09,2.20,2.01,2.46,1.93,2.35,2.13,2.52,2.43,3.00,2.85,3.66,2.83,3.34,2.98,3.14,2.32,2.14,1.81,2.23,1.77,2.12,1.79
Daily maximum near surface air temperature,tasmax,∆°C,2.37,2.09,2.23,2.02,2.54,1.97,2.37,2.37,2.61,2.59,3.20,3.13,3.82,3.10,3.39,3.30,3.24,2.55,2.16,1.92,2.22,1.76,2.18,1.78
Daily minimum near surface air temperature,tasmin,∆°C,2.27,2.08,2.15,1.99,2.37,1.88,2.35,1.91,2.44,2.26,2.77,2.53,3.46,2.57,3.27,2.70,3.04,2.15,2.11,1.74,2.26,1.80,2.06,1.81
Precipitation,pr,fraction,1.09,0.74,0.95,0.69,0.95,0.76,1.08,0.90,0.74,0.56,0.70,0.61,0.60,0.61,0.76,0.78,0.62,0.60,1.21,0.98,1.00,0.68,1.40,0.93
Surface downwelling shortwave radiation,rsds,∆W/m²,-0.58,7.83,2.18,14.99,8.38,23.37,5.45,50.87,13.74,40.30,24.28,58.00,27.41,52.46,20.37,46.92,16.02,33.15,3.56,19.75,0.24,9.52,2.68,9.52
Total cloud cover percentage,clt,∆%,2.47,13.12,-1.89,15.02,-1.11,12.54,-0.96,12.43,-3.06,9.64,-2.20,13.17,-4.70,12.30,-3.87,13.01,-3.44,11.07,-3.41,12.58,1.90,9.74,-3.84,11.91
Snow depth,snd,fraction,0.04,0.06,0.02,0.02,0.02,0.02,0.02,0.96,0.96,0.96,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.02,0.96,0.02,0.96
Near surface specific humidity,huss,∆kg/kg,0.001139,0.001401,0.000771,0.001172,0.000772,0.000958,0.000728,0.000918,0.000810,0.000883,0.000858,0.001041,0.000804,0.001199,0.000968,0.001292,0.001156,0.001132,0.000600,0.001310,0.001121,0.001299,0.000799,0.001160
Air pressure at mean sea level,psl,∆hPa,0.71,12.54,5.00,12.71,3.83,11.50,0.99,11.07,1.96,7.91,3.36,6.64,1.34,5.01,1.08,5.50,2.87,6.56,-0.53,9.55,3.58,11.80,-1.14,12.52
Near surface wind speed,sfcWind,fraction,1.0447,0.4348,0.9652,0.4012,0.9957,0.4309,1.0431,0.4383,1.0109,0.3767,0.9598,0.3526,0.9771,0.3673,0.9434,0.3822,0.9269,0.3471,1.0691,0.4565,1.0106,0.3766,1.0671,0.4198
