# Ensemble ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.55,0.00,1.40,0.00,1.43,0.00,1.58,0.00,1.62,0.00,1.96,0.00,2.37,0.00,1.71,0.00,1.58,0.00,1.09,0.00,1.19,0.00,1.40,0.00
Daily maximum near surface air temperature,tasmax,∆°C,1.55,0.00,1.42,0.00,1.46,0.00,1.62,0.00,1.69,0.00,2.08,0.00,2.45,0.00,1.71,0.00,1.61,0.00,1.11,0.00,1.18,0.00,1.40,0.00
Daily minimum near surface air temperature,tasmin,∆°C,1.54,0.00,1.35,0.00,1.39,0.00,1.56,0.00,1.56,0.00,1.83,0.00,2.28,0.00,1.72,0.00,1.56,0.00,1.04,0.00,1.21,0.00,1.40,0.00
Precipitation,pr,fraction,1.13,0.00,1.11,0.00,1.07,0.00,0.98,0.00,0.83,0.00,1.06,0.00,0.87,0.00,0.98,0.00,0.94,0.00,1.13,0.00,0.88,0.00,1.29,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,0.21,0.00,2.11,0.00,4.41,0.00,10.28,0.00,18.89,0.00,15.53,0.00,19.06,0.00,13.89,0.00,9.96,0.00,2.83,0.00,1.50,0.00,0.56,0.00
Total cloud cover percentage,clt,∆%,0.73,0.00,-1.37,0.00,-1.69,0.00,-0.68,0.00,-4.23,0.00,-1.53,0.00,-1.96,0.00,-3.14,0.00,-2.32,0.00,-2.58,0.00,0.86,0.00,1.04,0.00
Snow depth,snd,fraction,0.15,0.00,0.20,0.00,0.03,0.00,9.01,0.00,0.96,0.00,0.96,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.96,0.00,0.02,0.00,0.16,0.00
Near surface specific humidity,huss,∆kg/kg,0.000818,0.000000,0.000471,0.000000,0.000379,0.000000,0.000527,0.000000,0.000338,0.000000,0.000658,0.000000,0.000507,0.000000,0.000342,0.000000,0.000499,0.000000,0.000100,0.000000,0.000620,0.000000,0.000660,0.000000
Air pressure at mean sea level,psl,∆hPa,-2.53,0.00,0.55,0.00,0.64,0.00,1.43,0.00,1.03,0.00,1.16,0.00,0.14,0.00,0.55,0.00,0.69,0.00,-0.74,0.00,3.29,0.00,-1.00,0.00
Near surface wind speed,sfcWind,fraction,1.0254,0.0000,1.0040,0.0000,1.0221,0.0000,1.0196,0.0000,1.0014,0.0000,0.9760,0.0000,1.0100,0.0000,1.0184,0.0000,0.9420,0.0000,1.1027,0.0000,1.0150,0.0000,1.0539,0.0000
