# Ensemble ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.01,0.00,0.94,0.00,0.84,0.00,0.55,0.00,0.87,0.00,1.33,0.00,1.44,0.00,1.42,0.00,1.41,0.00,1.02,0.00,0.89,0.00,0.89,0.00
Daily maximum near surface air temperature,tasmax,∆°C,1.00,0.00,0.97,0.00,0.90,0.00,0.53,0.00,0.89,0.00,1.44,0.00,1.47,0.00,1.41,0.00,1.46,0.00,1.05,0.00,0.88,0.00,0.91,0.00
Daily minimum near surface air temperature,tasmin,∆°C,0.99,0.00,0.88,0.00,0.77,0.00,0.57,0.00,0.83,0.00,1.22,0.00,1.41,0.00,1.44,0.00,1.37,0.00,0.99,0.00,0.93,0.00,0.86,0.00
Precipitation,pr,fraction,1.09,0.00,1.02,0.00,0.97,0.00,1.06,0.00,0.99,0.00,0.96,0.00,1.29,0.00,0.89,0.00,0.90,0.00,0.99,0.00,0.93,0.00,1.18,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,-0.39,0.00,4.58,0.00,9.55,0.00,11.83,0.00,8.78,0.00,18.67,0.00,8.32,0.00,16.08,0.00,9.02,0.00,5.57,0.00,1.24,0.00,2.97,0.00
Total cloud cover percentage,clt,∆%,2.47,0.00,-2.56,0.00,-4.58,0.00,-3.56,0.00,-1.93,0.00,-1.69,0.00,-0.31,0.00,-3.34,0.00,-2.04,0.00,-2.61,0.00,0.50,0.00,-2.56,0.00
Snow depth,snd,fraction,1.12,0.00,0.13,0.00,0.26,0.00,9.39,0.00,0.97,0.00,0.96,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.98,0.00,0.03,0.00,0.27,0.00
Near surface specific humidity,huss,∆kg/kg,0.000550,0.000000,0.000241,0.000000,0.000012,0.000000,0.000090,0.000000,0.000259,0.000000,0.000299,0.000000,0.000500,0.000000,0.000256,0.000000,0.000468,0.000000,0.000251,0.000000,0.000301,0.000000,0.000300,0.000000
Air pressure at mean sea level,psl,∆hPa,-0.84,0.00,1.74,0.00,1.89,0.00,-1.90,0.00,0.97,0.00,0.75,0.00,-0.40,0.00,0.69,0.00,0.12,0.00,0.92,0.00,3.75,0.00,-1.69,0.00
Near surface wind speed,sfcWind,fraction,1.0253,0.0000,0.9918,0.0000,0.9591,0.0000,1.0152,0.0000,0.9900,0.0000,0.9511,0.0000,1.0229,0.0000,0.9918,0.0000,0.9601,0.0000,1.0076,0.0000,0.9861,0.0000,1.0412,0.0000
