# BCC_CSM2_MR ssp245 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.70,2.00,1.44,2.16,1.46,2.07,1.52,2.13,1.88,2.51,2.10,2.39,2.58,2.17,2.15,2.61,2.28,2.62,1.70,1.99,1.65,1.53,1.71,1.61
Daily maximum near surface air temperature,tasmax,∆°C,1.73,2.02,1.46,2.23,1.50,2.16,1.50,2.31,1.94,2.70,2.22,2.68,2.59,2.44,2.15,2.92,2.40,2.93,1.75,2.14,1.62,1.50,1.76,1.59
Daily minimum near surface air temperature,tasmin,∆°C,1.64,1.93,1.42,2.08,1.42,1.97,1.54,1.97,1.84,2.31,1.97,2.08,2.58,1.93,2.17,2.35,2.16,2.39,1.66,1.90,1.70,1.58,1.67,1.62
Precipitation,pr,fraction,1.14,0.77,0.98,0.74,1.05,0.81,1.05,0.89,0.93,0.70,0.86,0.72,1.06,1.00,0.73,0.72,0.88,0.76,1.07,0.86,0.96,0.66,1.44,0.92
Surface downwelling shortwave radiation,rsds,∆W/m²,-0.25,8.84,3.06,18.09,7.31,28.57,8.34,48.40,11.95,44.42,21.52,59.96,14.17,54.20,15.47,44.30,15.79,32.09,5.98,21.01,-0.25,7.84,3.08,7.84
Total cloud cover percentage,clt,∆%,0.94,12.29,-1.82,15.52,-1.45,13.46,-2.28,13.70,-1.76,12.07,-1.63,13.42,-0.97,13.85,-3.08,12.67,-2.29,11.84,-3.28,13.08,1.95,9.98,-3.17,11.78
Snow depth,snd,fraction,0.66,1.36,0.06,0.10,0.16,0.35,0.02,0.91,0.96,0.96,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.97,0.99,0.04,0.05,1.15,2.86
Near surface specific humidity,huss,∆kg/kg,0.000760,0.001429,0.000411,0.001320,0.000389,0.001009,0.000569,0.001028,0.000689,0.000854,0.000662,0.000971,0.000827,0.001046,0.000522,0.001064,0.000701,0.001372,0.000431,0.001331,0.000848,0.001131,0.000669,0.001230
Air pressure at mean sea level,psl,∆hPa,-0.80,11.57,1.71,13.78,0.70,10.78,-0.80,12.14,1.45,7.43,2.53,6.65,-0.14,6.00,1.07,6.34,2.26,7.79,-0.12,9.33,3.72,11.75,-3.79,10.79
Near surface wind speed,sfcWind,fraction,1.0683,0.4555,0.9855,0.4339,0.9971,0.4304,1.0633,0.4559,1.0137,0.3830,0.9603,0.3592,1.0252,0.4075,1.0155,0.4200,0.9347,0.3809,1.0574,0.4298,0.9725,0.3835,1.0941,0.4181
