# BCC_CSM2_MR ssp245 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.56,2.28,1.18,2.22,1.43,2.08,1.53,2.23,1.49,2.49,2.13,2.63,2.42,2.56,2.04,2.67,1.70,2.35,1.23,1.68,1.36,1.51,1.50,1.75
Daily maximum near surface air temperature,tasmax,∆°C,1.53,2.30,1.18,2.28,1.47,2.15,1.56,2.42,1.53,2.68,2.28,2.97,2.51,2.82,2.05,2.98,1.79,2.58,1.21,1.78,1.33,1.50,1.51,1.75
Daily minimum near surface air temperature,tasmin,∆°C,1.56,2.24,1.15,2.15,1.40,2.02,1.51,2.06,1.43,2.29,1.95,2.24,2.33,2.33,2.03,2.44,1.63,2.19,1.20,1.64,1.41,1.55,1.49,1.73
Precipitation,pr,fraction,0.95,0.65,1.03,0.78,1.05,0.74,0.96,0.80,0.90,0.68,0.85,0.73,0.94,0.89,0.90,0.86,0.69,0.59,1.16,0.91,0.86,0.59,1.19,0.86
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.20,7.87,2.97,15.58,6.03,24.64,14.42,49.27,10.92,45.02,25.48,59.48,22.75,47.89,17.38,40.18,12.47,31.04,2.52,18.53,0.83,8.32,0.90,8.32
Total cloud cover percentage,clt,∆%,3.35,11.66,-1.57,13.42,-0.92,14.41,-3.40,13.29,-3.75,11.39,-3.33,13.22,-3.66,11.21,-3.78,12.74,-4.30,11.07,-2.23,12.76,1.58,10.04,-0.06,11.55
Snow depth,snd,fraction,0.57,1.12,0.26,0.55,0.05,0.09,0.02,0.03,0.96,0.96,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.02,0.07,0.03,0.04
Near surface specific humidity,huss,∆kg/kg,0.000729,0.001580,0.000261,0.001299,0.000471,0.001149,0.000409,0.001018,0.000319,0.000834,0.000669,0.000836,0.000677,0.001151,0.000442,0.001144,0.000528,0.001199,0.000311,0.001239,0.000671,0.001229,0.000650,0.001252
Air pressure at mean sea level,psl,∆hPa,2.51,11.20,2.58,14.70,-0.02,10.52,1.62,10.75,-0.06,8.64,1.28,7.41,0.63,5.81,0.57,5.69,2.05,6.67,-1.48,8.91,3.74,12.62,-0.23,14.44
Near surface wind speed,sfcWind,fraction,1.0307,0.4302,0.9838,0.4403,0.9984,0.4702,1.0370,0.4570,0.9676,0.3778,0.9464,0.3511,1.0107,0.3904,1.0308,0.4343,0.9305,0.3456,1.0732,0.4374,1.0012,0.3800,1.0393,0.4189
