# BCC_CSM2_MR ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.01,2.11,0.94,2.15,0.84,2.13,0.55,2.05,0.87,2.33,1.33,2.64,1.44,2.50,1.42,2.85,1.41,2.59,1.02,1.85,0.89,1.62,0.89,1.84
Daily maximum near surface air temperature,tasmax,∆°C,1.00,2.13,0.97,2.19,0.90,2.23,0.53,2.20,0.89,2.51,1.44,2.91,1.47,2.76,1.41,3.19,1.46,2.90,1.05,1.95,0.88,1.60,0.91,1.80
Daily minimum near surface air temperature,tasmin,∆°C,0.99,2.08,0.88,2.10,0.77,2.03,0.57,1.92,0.83,2.13,1.22,2.36,1.41,2.26,1.44,2.57,1.37,2.37,0.99,1.83,0.93,1.64,0.86,1.86
Precipitation,pr,fraction,1.09,0.75,1.02,0.80,0.97,0.72,1.06,0.83,0.99,0.80,0.96,0.79,1.29,1.20,0.89,0.81,0.90,0.83,0.99,0.81,0.93,0.62,1.18,0.81
Surface downwelling shortwave radiation,rsds,∆W/m²,-0.39,8.10,4.58,17.36,9.55,27.41,11.83,42.25,8.78,48.63,18.67,57.96,8.32,52.62,16.08,44.12,9.02,38.10,5.57,18.18,1.24,8.35,2.97,8.35
Total cloud cover percentage,clt,∆%,2.47,12.52,-2.56,13.70,-4.58,14.65,-3.56,12.94,-1.93,11.82,-1.69,13.72,-0.31,13.25,-3.34,12.17,-2.04,10.33,-2.61,11.04,0.50,8.79,-2.56,10.48
Snow depth,snd,fraction,1.12,2.06,0.13,0.22,0.26,0.59,9.39,355.69,0.97,0.97,0.96,0.97,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.02,0.03,0.04,0.27,0.62
Near surface specific humidity,huss,∆kg/kg,0.000550,0.001419,0.000241,0.001151,0.000012,0.001008,0.000090,0.001009,0.000259,0.000833,0.000299,0.000923,0.000500,0.001171,0.000256,0.001051,0.000468,0.001269,0.000251,0.001310,0.000301,0.001098,0.000300,0.001252
Air pressure at mean sea level,psl,∆hPa,-0.84,11.72,1.74,14.36,1.89,11.76,-1.90,10.00,0.97,8.48,0.75,6.93,-0.40,6.04,0.69,6.00,0.12,9.44,0.92,8.51,3.75,10.21,-1.69,12.10
Near surface wind speed,sfcWind,fraction,1.0253,0.4274,0.9918,0.4138,0.9591,0.4168,1.0152,0.4128,0.9900,0.3866,0.9511,0.3258,1.0229,0.3959,0.9918,0.4167,0.9601,0.3795,1.0076,0.3995,0.9861,0.4028,1.0412,0.4028
