# BCC_CSM2_MR ssp126 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.15,2.17,1.23,2.03,1.26,2.04,1.35,2.27,1.52,2.50,1.47,2.29,2.02,2.45,1.62,2.52,1.37,2.48,1.06,1.76,0.82,1.43,0.91,1.83
Daily maximum near surface air temperature,tasmax,∆°C,1.13,2.19,1.22,2.07,1.30,2.16,1.34,2.41,1.56,2.69,1.56,2.52,2.11,2.71,1.67,2.86,1.38,2.73,1.06,1.87,0.83,1.41,0.94,1.85
Daily minimum near surface air temperature,tasmin,∆°C,1.13,2.13,1.20,1.98,1.21,1.96,1.36,2.14,1.45,2.31,1.37,2.03,1.88,2.19,1.57,2.26,1.37,2.27,1.04,1.71,0.84,1.47,0.88,1.81
Precipitation,pr,fraction,1.04,0.71,1.01,0.78,1.27,0.99,0.93,0.79,0.90,0.68,1.03,0.84,0.79,0.75,0.73,0.67,0.93,0.76,1.12,0.89,0.93,0.62,1.31,0.91
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.43,7.77,3.03,15.78,6.63,29.04,9.91,44.94,12.38,46.89,18.47,55.03,25.76,48.56,20.46,40.40,7.02,31.64,2.48,20.15,3.40,8.24,1.99,8.24
Total cloud cover percentage,clt,∆%,4.27,11.48,-0.61,15.92,-1.29,14.71,-1.13,15.71,-2.83,10.72,-2.28,11.78,-4.74,11.39,-4.21,11.13,-1.61,10.17,-0.64,11.84,-2.07,10.89,-1.99,12.26
Snow depth,snd,fraction,0.67,1.38,0.19,0.37,0.04,0.05,0.02,0.96,0.96,0.96,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.02,0.91,0.03,0.04
Near surface specific humidity,huss,∆kg/kg,0.000700,0.001429,0.000470,0.001229,0.000260,0.001090,0.000521,0.001209,0.000340,0.000824,0.000420,0.000812,0.000367,0.001041,0.000151,0.001068,0.000397,0.001281,0.000348,0.001272,0.000201,0.000990,0.000389,0.001272
Air pressure at mean sea level,psl,∆hPa,-0.10,13.39,2.35,14.54,-1.68,12.30,1.02,10.46,0.67,7.79,1.00,6.87,1.01,5.69,0.77,5.71,0.40,7.11,-0.99,9.93,3.08,11.30,-2.95,12.99
Near surface wind speed,sfcWind,fraction,1.0097,0.4308,0.9958,0.4455,1.0266,0.4570,1.0109,0.4315,0.9987,0.4010,0.9867,0.3751,0.9975,0.3985,1.0205,0.4239,0.9475,0.3693,1.0735,0.4418,1.0293,0.4363,1.0518,0.4322
