# Ensemble ssp126 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.15,0.00,1.23,0.00,1.26,0.00,1.35,0.00,1.52,0.00,1.47,0.00,2.02,0.00,1.62,0.00,1.37,0.00,1.06,0.00,0.82,0.00,0.91,0.00
Daily maximum near surface air temperature,tasmax,∆°C,1.13,0.00,1.22,0.00,1.30,0.00,1.34,0.00,1.56,0.00,1.56,0.00,2.11,0.00,1.67,0.00,1.38,0.00,1.06,0.00,0.83,0.00,0.94,0.00
Daily minimum near surface air temperature,tasmin,∆°C,1.13,0.00,1.20,0.00,1.21,0.00,1.36,0.00,1.45,0.00,1.37,0.00,1.88,0.00,1.57,0.00,1.37,0.00,1.04,0.00,0.84,0.00,0.88,0.00
Precipitation,pr,fraction,1.04,0.00,1.01,0.00,1.27,0.00,0.93,0.00,0.90,0.00,1.03,0.00,0.79,0.00,0.73,0.00,0.93,0.00,1.12,0.00,0.93,0.00,1.31,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.43,0.00,3.03,0.00,6.63,0.00,9.91,0.00,12.38,0.00,18.47,0.00,25.76,0.00,20.46,0.00,7.02,0.00,2.48,0.00,3.40,0.00,1.99,0.00
Total cloud cover percentage,clt,∆%,4.27,0.00,-0.61,0.00,-1.29,0.00,-1.13,0.00,-2.83,0.00,-2.28,0.00,-4.74,0.00,-4.21,0.00,-1.61,0.00,-0.64,0.00,-2.07,0.00,-1.99,0.00
Snow depth,snd,fraction,0.67,0.00,0.19,0.00,0.04,0.00,0.02,0.00,0.96,0.00,0.96,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.96,0.00,0.02,0.00,0.03,0.00
Near surface specific humidity,huss,∆kg/kg,0.000700,0.000000,0.000470,0.000000,0.000260,0.000000,0.000521,0.000000,0.000340,0.000000,0.000420,0.000000,0.000367,0.000000,0.000151,0.000000,0.000397,0.000000,0.000348,0.000000,0.000201,0.000000,0.000389,0.000000
Air pressure at mean sea level,psl,∆hPa,-0.10,0.00,2.35,0.00,-1.68,0.00,1.02,0.00,0.67,0.00,1.00,0.00,1.01,0.00,0.77,0.00,0.40,0.00,-0.99,0.00,3.08,0.00,-2.95,0.00
Near surface wind speed,sfcWind,fraction,1.0097,0.0000,0.9958,0.0000,1.0266,0.0000,1.0109,0.0000,0.9987,0.0000,0.9867,0.0000,0.9975,0.0000,1.0205,0.0000,0.9475,0.0000,1.0735,0.0000,1.0293,0.0000,1.0518,0.0000
