# Ensemble ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.23,0.00,2.15,0.00,2.34,0.00,2.08,0.00,2.43,0.00,3.01,0.00,3.71,0.00,3.36,0.00,2.94,0.00,2.52,0.00,2.44,0.00,2.31,0.00
Daily maximum near surface air temperature,tasmax,∆°C,2.26,0.00,2.16,0.00,2.38,0.00,2.08,0.00,2.54,0.00,3.20,0.00,3.81,0.00,3.39,0.00,2.98,0.00,2.59,0.00,2.44,0.00,2.37,0.00
Daily minimum near surface air temperature,tasmin,∆°C,2.19,0.00,2.11,0.00,2.30,0.00,2.09,0.00,2.32,0.00,2.79,0.00,3.58,0.00,3.33,0.00,2.89,0.00,2.46,0.00,2.45,0.00,2.26,0.00
Precipitation,pr,fraction,1.25,0.00,1.00,0.00,1.22,0.00,0.99,0.00,0.96,0.00,0.62,0.00,0.76,0.00,0.75,0.00,0.63,0.00,1.04,0.00,0.90,0.00,1.38,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,0.08,0.00,4.18,0.00,0.33,0.00,7.91,0.00,15.72,0.00,25.80,0.00,23.27,0.00,21.93,0.00,11.71,0.00,3.64,0.00,1.29,0.00,2.27,0.00
Total cloud cover percentage,clt,∆%,-0.89,0.00,-2.29,0.00,0.79,0.00,-2.43,0.00,-3.64,0.00,-2.69,0.00,-3.65,0.00,-3.87,0.00,-2.67,0.00,-0.69,0.00,0.78,0.00,-3.89,0.00
Snow depth,snd,fraction,0.02,0.00,0.28,0.00,0.03,0.00,0.02,0.00,0.96,0.00,0.96,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.96,0.00,0.02,0.00,0.02,0.00
Near surface specific humidity,huss,∆kg/kg,0.000910,0.000000,0.000773,0.000000,0.000861,0.000000,0.000640,0.000000,0.000759,0.000000,0.000870,0.000000,0.000964,0.000000,0.001088,0.000000,0.001166,0.000000,0.000918,0.000000,0.001180,0.000000,0.000880,0.000000
Air pressure at mean sea level,psl,∆hPa,-1.40,0.00,2.77,0.00,1.33,0.00,1.40,0.00,1.64,0.00,3.33,0.00,0.51,0.00,0.95,0.00,2.29,0.00,-0.04,0.00,4.43,0.00,-2.36,0.00
Near surface wind speed,sfcWind,fraction,1.0440,0.0000,0.9881,0.0000,1.0636,0.0000,1.0674,0.0000,1.0053,0.0000,0.9584,0.0000,1.0109,0.0000,0.9714,0.0000,0.9243,0.0000,1.0754,0.0000,1.0071,0.0000,1.0863,0.0000
