# BCC_CSM2_MR ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.23,1.89,2.15,2.02,2.34,1.82,2.08,2.04,2.43,2.25,3.01,2.52,3.71,2.91,3.36,2.68,2.94,1.92,2.52,1.72,2.44,1.48,2.31,1.62
Daily maximum near surface air temperature,tasmax,∆°C,2.26,1.88,2.16,2.03,2.38,1.89,2.08,2.23,2.54,2.37,3.20,2.79,3.81,3.23,3.39,2.97,2.98,2.11,2.59,1.88,2.44,1.46,2.37,1.59
Daily minimum near surface air temperature,tasmin,∆°C,2.19,1.86,2.11,1.99,2.30,1.76,2.09,1.87,2.32,2.13,2.79,2.25,3.58,2.57,3.33,2.45,2.89,1.78,2.46,1.64,2.45,1.51,2.26,1.63
Precipitation,pr,fraction,1.25,0.81,1.00,0.77,1.22,0.88,0.99,0.83,0.96,0.72,0.62,0.56,0.76,0.73,0.75,0.71,0.63,0.56,1.04,0.88,0.90,0.61,1.38,0.94
Surface downwelling shortwave radiation,rsds,∆W/m²,0.08,7.61,4.18,17.30,0.33,24.83,7.91,44.00,15.72,43.68,25.80,52.97,23.27,53.55,21.93,38.37,11.71,26.90,3.64,21.49,1.29,8.83,2.27,8.83
Total cloud cover percentage,clt,∆%,-0.89,13.27,-2.29,16.06,0.79,12.58,-2.43,13.07,-3.64,11.61,-2.69,12.30,-3.65,11.77,-3.87,12.07,-2.67,9.76,-0.69,10.72,0.78,11.43,-3.89,12.37
Snow depth,snd,fraction,0.02,0.03,0.28,0.57,0.03,0.03,0.02,0.96,0.96,0.96,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.02,1.00,0.02,0.02
Near surface specific humidity,huss,∆kg/kg,0.000910,0.001310,0.000773,0.001299,0.000861,0.000930,0.000640,0.001057,0.000759,0.000854,0.000870,0.001035,0.000964,0.001113,0.001088,0.001270,0.001166,0.001140,0.000918,0.001199,0.001180,0.001199,0.000880,0.001111
Air pressure at mean sea level,psl,∆hPa,-1.40,11.86,2.77,15.82,1.33,10.15,1.40,10.86,1.64,7.41,3.33,6.82,0.51,5.24,0.95,5.85,2.29,6.76,-0.04,10.15,4.43,11.29,-2.36,12.27
Near surface wind speed,sfcWind,fraction,1.0440,0.4313,0.9881,0.4193,1.0636,0.4566,1.0674,0.4526,1.0053,0.3907,0.9584,0.3677,1.0109,0.3909,0.9714,0.3958,0.9243,0.3392,1.0754,0.4181,1.0071,0.4060,1.0863,0.4340
