# Ensemble ssp370 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.33,0.00,2.20,0.00,2.46,0.00,2.35,0.00,2.52,0.00,3.00,0.00,3.66,0.00,3.34,0.00,3.14,0.00,2.14,0.00,2.23,0.00,2.12,0.00
Daily maximum near surface air temperature,tasmax,∆°C,2.37,0.00,2.23,0.00,2.54,0.00,2.37,0.00,2.61,0.00,3.20,0.00,3.82,0.00,3.39,0.00,3.24,0.00,2.16,0.00,2.22,0.00,2.18,0.00
Daily minimum near surface air temperature,tasmin,∆°C,2.27,0.00,2.15,0.00,2.37,0.00,2.35,0.00,2.44,0.00,2.77,0.00,3.46,0.00,3.27,0.00,3.04,0.00,2.11,0.00,2.26,0.00,2.06,0.00
Precipitation,pr,fraction,1.09,0.00,0.95,0.00,0.95,0.00,1.08,0.00,0.74,0.00,0.70,0.00,0.60,0.00,0.76,0.00,0.62,0.00,1.21,0.00,1.00,0.00,1.40,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,-0.58,0.00,2.18,0.00,8.38,0.00,5.45,0.00,13.74,0.00,24.28,0.00,27.41,0.00,20.37,0.00,16.02,0.00,3.56,0.00,0.24,0.00,2.68,0.00
Total cloud cover percentage,clt,∆%,2.47,0.00,-1.89,0.00,-1.11,0.00,-0.96,0.00,-3.06,0.00,-2.20,0.00,-4.70,0.00,-3.87,0.00,-3.44,0.00,-3.41,0.00,1.90,0.00,-3.84,0.00
Snow depth,snd,fraction,0.04,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.96,0.00,0.96,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.96,0.00,0.02,0.00,0.02,0.00
Near surface specific humidity,huss,∆kg/kg,0.001139,0.000000,0.000771,0.000000,0.000772,0.000000,0.000728,0.000000,0.000810,0.000000,0.000858,0.000000,0.000804,0.000000,0.000968,0.000000,0.001156,0.000000,0.000600,0.000000,0.001121,0.000000,0.000799,0.000000
Air pressure at mean sea level,psl,∆hPa,0.71,0.00,5.00,0.00,3.83,0.00,0.99,0.00,1.96,0.00,3.36,0.00,1.34,0.00,1.08,0.00,2.87,0.00,-0.53,0.00,3.58,0.00,-1.14,0.00
Near surface wind speed,sfcWind,fraction,1.0447,0.0000,0.9652,0.0000,0.9957,0.0000,1.0431,0.0000,1.0109,0.0000,0.9598,0.0000,0.9771,0.0000,0.9434,0.0000,0.9269,0.0000,1.0691,0.0000,1.0106,0.0000,1.0671,0.0000
