# Ensemble rcp26 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.98,0.00,0.76,0.00,1.22,0.00,0.71,0.00,0.43,0.00,1.01,0.00,1.28,0.00,1.65,0.00,1.56,0.00,1.38,0.00,0.63,0.00,0.74,0.00
Daily maximum near surface air temperature,tasmax,∆°C,1.02,0.00,0.78,0.00,1.22,0.00,0.59,0.00,0.30,0.00,1.04,0.00,1.57,0.00,1.88,0.00,2.07,0.00,1.50,0.00,0.77,0.00,0.96,0.00
Daily minimum near surface air temperature,tasmin,∆°C,0.93,0.00,0.75,0.00,1.15,0.00,0.79,0.00,0.66,0.00,0.91,0.00,0.95,0.00,1.57,0.00,1.27,0.00,1.17,0.00,0.63,0.00,0.57,0.00
Precipitation,pr,fraction,1.12,0.00,0.94,0.00,0.97,0.00,1.20,0.00,1.09,0.00,0.88,0.00,0.80,0.00,1.08,0.00,0.78,0.00,0.94,0.00,0.86,0.00,1.03,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.95,0.00,-1.38,0.00,-3.48,0.00,-5.36,0.00,-10.29,0.00,6.48,0.00,12.48,0.00,3.32,0.00,8.42,0.00,0.85,0.00,1.92,0.00,0.45,0.00
Total cloud cover percentage,clt,∆%,1.20,0.00,-1.85,0.00,2.31,0.00,1.05,0.00,3.32,0.00,-1.53,0.00,-3.21,0.00,-1.99,0.00,-1.60,0.00,0.59,0.00,-2.60,0.00,-3.09,0.00
Snow depth,snd,fraction,0.67,0.00,0.82,0.00,0.50,0.00,0.30,0.00,5.50,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.32,0.00,0.73,0.00,0.87,0.00
Near surface specific humidity,huss,∆kg/kg,0.000349,0.000000,0.000240,0.000000,0.000450,0.000000,0.000276,0.000000,0.000302,0.000000,0.000480,0.000000,0.000322,0.000000,0.000578,0.000000,0.000460,0.000000,0.000551,0.000000,0.000220,0.000000,0.000258,0.000000
Air pressure at mean sea level,psl,∆hPa,0.38,0.00,1.27,0.00,0.86,0.00,-0.21,0.00,-0.33,0.00,2.26,0.00,1.99,0.00,0.67,0.00,1.59,0.00,1.63,0.00,3.21,0.00,1.70,0.00
Near surface wind speed,sfcWind,fraction,1.0034,0.0000,1.0007,0.0000,0.9919,0.0000,1.0954,0.0000,0.9867,0.0000,0.8979,0.0000,0.9373,0.0000,0.9945,0.0000,0.9219,0.0000,0.9563,0.0000,0.9950,0.0000,0.9792,0.0000
