# ICHEC_EC_EARTH_SMHI_RCA4 rcp45 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.38,3.81,1.08,3.09,0.77,2.82,1.31,2.35,1.46,2.53,1.33,2.26,2.02,2.60,1.89,2.50,1.47,2.23,1.23,2.28,0.76,2.76,0.99,3.37
Daily maximum near surface air temperature,tasmax,∆°C,0.43,3.75,1.14,3.05,0.71,2.89,1.30,2.44,1.42,2.95,1.45,2.96,2.44,3.83,2.13,3.67,1.91,2.85,1.32,2.17,0.95,2.44,1.16,3.33
Daily minimum near surface air temperature,tasmin,∆°C,0.37,3.67,0.94,2.93,0.86,2.60,1.25,2.40,1.57,2.37,1.24,1.84,1.69,1.98,1.76,1.85,1.20,2.28,1.18,2.43,0.75,2.72,0.84,3.18
Precipitation,pr,fraction,1.07,0.82,0.94,0.75,1.11,0.90,1.17,0.89,0.90,0.73,0.89,0.77,0.88,0.79,1.02,0.86,0.80,0.68,0.98,0.76,0.83,0.63,1.05,0.75
Surface downwelling shortwave radiation,rsds,∆W/m²,0.42,7.45,-1.84,12.03,-4.54,20.93,-0.48,28.35,1.11,36.59,9.06,44.03,15.60,48.20,2.56,35.06,9.05,24.52,0.14,12.14,1.49,8.82,-0.74,8.82
Total cloud cover percentage,clt,∆%,-0.76,12.56,0.41,15.32,1.90,14.39,2.09,14.46,0.07,13.05,-2.53,12.88,-4.33,16.01,-1.34,13.95,-3.19,12.86,-0.86,11.97,-1.74,12.63,-0.78,12.91
Snow depth,snd,fraction,0.80,0.76,0.73,0.64,0.57,0.62,0.45,0.73,0.53,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.38,0.71,0.53,0.63,0.68,0.67
Near surface specific humidity,huss,∆kg/kg,0.000167,0.001084,0.000350,0.000963,0.000302,0.001091,0.000563,0.001113,0.000690,0.001252,0.000490,0.000994,0.000590,0.001433,0.000655,0.001095,0.000360,0.001048,0.000521,0.001024,0.000274,0.001042,0.000363,0.001083
Air pressure at mean sea level,psl,∆hPa,-1.52,13.31,1.12,13.15,-1.93,12.12,0.50,10.83,1.84,8.39,2.35,6.11,1.26,5.51,0.83,4.78,1.54,6.98,-0.40,10.20,3.46,10.99,1.78,12.70
Near surface wind speed,sfcWind,fraction,1.0080,0.4934,0.9827,0.4873,0.9754,0.4461,1.0023,0.4424,0.9629,0.4263,0.9513,0.4161,0.9422,0.3833,0.9703,0.4030,0.9590,0.3884,0.9982,0.4476,0.9581,0.4640,0.9787,0.4660
