# ICHEC_EC_EARTH_SMHI_RCA4 rcp26 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.98,2.66,0.76,3.85,1.22,2.70,0.71,2.10,0.43,2.07,1.01,1.96,1.28,2.69,1.65,2.40,1.56,2.36,1.38,2.38,0.63,3.11,0.74,3.41
Daily maximum near surface air temperature,tasmax,∆°C,1.02,2.59,0.78,3.82,1.22,2.76,0.59,2.13,0.30,2.35,1.04,2.64,1.57,3.76,1.88,3.56,2.07,3.10,1.50,2.12,0.77,2.67,0.96,3.37
Daily minimum near surface air temperature,tasmin,∆°C,0.93,2.52,0.75,3.57,1.15,2.49,0.79,2.22,0.66,2.02,0.91,1.57,0.95,2.11,1.57,1.90,1.27,2.31,1.17,2.71,0.63,3.12,0.57,3.24
Precipitation,pr,fraction,1.12,0.81,0.94,0.82,0.97,0.80,1.20,0.97,1.09,0.79,0.88,0.72,0.80,0.76,1.08,0.93,0.78,0.66,0.94,0.74,0.86,0.65,1.03,0.70
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.95,7.13,-1.38,16.20,-3.48,22.54,-5.36,30.20,-10.29,31.98,6.48,42.58,12.48,43.34,3.32,36.95,8.42,25.07,0.85,11.76,1.92,8.65,0.45,8.65
Total cloud cover percentage,clt,∆%,1.20,13.09,-1.85,16.11,2.31,15.35,1.05,16.27,3.32,12.56,-1.53,13.51,-3.21,14.31,-1.99,13.94,-1.60,14.04,0.59,12.38,-2.60,13.04,-3.09,12.89
Snow depth,snd,fraction,0.67,0.59,0.82,0.80,0.50,0.56,0.30,0.49,5.50,1.44,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.32,0.73,0.73,0.90,0.87,0.82
Near surface specific humidity,huss,∆kg/kg,0.000349,0.000776,0.000240,0.001206,0.000450,0.001056,0.000276,0.001003,0.000302,0.001012,0.000480,0.000897,0.000322,0.001271,0.000578,0.001119,0.000460,0.001046,0.000551,0.001114,0.000220,0.001202,0.000258,0.001122
Air pressure at mean sea level,psl,∆hPa,0.38,13.24,1.27,13.84,0.86,12.41,-0.21,11.58,-0.33,7.10,2.26,6.05,1.99,4.92,0.67,5.19,1.59,6.72,1.63,9.21,3.21,11.30,1.70,13.02
Near surface wind speed,sfcWind,fraction,1.0034,0.5121,1.0007,0.5211,0.9919,0.4760,1.0954,0.4794,0.9867,0.4178,0.8979,0.4021,0.9373,0.3889,0.9945,0.4127,0.9219,0.3844,0.9563,0.4179,0.9950,0.4243,0.9792,0.4261
