# Ensemble rcp45 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.74,0.00,1.96,0.00,1.75,0.00,1.79,0.00,1.30,0.00,1.83,0.00,2.32,0.00,2.99,0.00,3.01,0.00,2.14,0.00,1.30,0.00,1.72,0.00
Daily maximum near surface air temperature,tasmax,∆°C,1.75,0.00,2.00,0.00,1.69,0.00,1.76,0.00,1.16,0.00,1.89,0.00,2.73,0.00,3.47,0.00,3.67,0.00,2.22,0.00,1.41,0.00,1.92,0.00
Daily minimum near surface air temperature,tasmin,∆°C,1.63,0.00,1.82,0.00,1.60,0.00,1.71,0.00,1.50,0.00,1.83,0.00,1.93,0.00,2.59,0.00,2.67,0.00,2.04,0.00,1.28,0.00,1.53,0.00
Precipitation,pr,fraction,1.19,0.00,1.09,0.00,1.15,0.00,1.20,0.00,0.97,0.00,0.93,0.00,0.75,0.00,0.86,0.00,0.83,0.00,1.06,0.00,0.94,0.00,1.10,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.77,0.00,-2.70,0.00,-8.09,0.00,-3.49,0.00,-5.29,0.00,4.52,0.00,14.08,0.00,9.60,0.00,9.73,0.00,0.49,0.00,0.39,0.00,-0.40,0.00
Total cloud cover percentage,clt,∆%,3.04,0.00,-0.27,0.00,3.06,0.00,2.33,0.00,1.05,0.00,-2.30,0.00,-4.39,0.00,-4.81,0.00,-2.77,0.00,-0.15,0.00,-2.41,0.00,-0.55,0.00
Snow depth,snd,fraction,0.48,0.00,0.41,0.00,0.26,0.00,0.11,0.00,0.53,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.04,0.00,0.47,0.00,0.47,0.00
Near surface specific humidity,huss,∆kg/kg,0.000620,0.000000,0.000620,0.000000,0.000670,0.000000,0.000793,0.000000,0.000622,0.000000,0.000860,0.000000,0.000628,0.000000,0.000852,0.000000,0.001033,0.000000,0.000902,0.000000,0.000494,0.000000,0.000642,0.000000
Air pressure at mean sea level,psl,∆hPa,-0.50,0.00,-2.42,0.00,-2.00,0.00,0.84,0.00,2.08,0.00,1.54,0.00,2.20,0.00,1.82,0.00,0.71,0.00,-0.45,0.00,0.47,0.00,1.86,0.00
Near surface wind speed,sfcWind,fraction,0.9934,0.0000,1.0530,0.0000,0.9798,0.0000,0.9712,0.0000,0.9666,0.0000,0.9229,0.0000,0.9205,0.0000,0.9421,0.0000,0.8924,0.0000,0.9841,0.0000,1.0089,0.0000,0.9778,0.0000
