# Ensemble rcp85 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.33,0.00,2.23,0.00,2.53,0.00,2.74,0.00,2.42,0.00,3.28,0.00,4.36,0.00,4.79,0.00,3.99,0.00,3.33,0.00,2.55,0.00,3.29,0.00
Daily maximum near surface air temperature,tasmax,∆°C,2.52,0.00,2.47,0.00,2.51,0.00,2.68,0.00,2.22,0.00,3.52,0.00,5.22,0.00,5.76,0.00,4.54,0.00,3.24,0.00,2.74,0.00,3.46,0.00
Daily minimum near surface air temperature,tasmin,∆°C,2.06,0.00,2.01,0.00,2.45,0.00,2.70,0.00,2.79,0.00,3.06,0.00,3.71,0.00,4.10,0.00,3.77,0.00,3.45,0.00,2.41,0.00,3.07,0.00
Precipitation,pr,fraction,1.26,0.00,1.01,0.00,0.97,0.00,1.13,0.00,1.16,0.00,0.62,0.00,0.59,0.00,0.73,0.00,0.88,0.00,1.00,0.00,0.94,0.00,1.08,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.25,0.00,-1.43,0.00,-6.21,0.00,-2.21,0.00,-10.19,0.00,18.77,0.00,24.38,0.00,16.81,0.00,7.24,0.00,-1.84,0.00,0.70,0.00,-1.88,0.00
Total cloud cover percentage,clt,∆%,-0.27,0.00,-2.77,0.00,3.34,0.00,0.32,0.00,2.17,0.00,-5.59,0.00,-7.37,0.00,-8.31,0.00,-4.30,0.00,1.35,0.00,-1.89,0.00,1.38,0.00
Snow depth,snd,fraction,0.37,0.00,0.43,0.00,0.17,0.00,0.07,0.00,0.53,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.29,0.00,0.27,0.00
Near surface specific humidity,huss,∆kg/kg,0.000863,0.000000,0.000755,0.000000,0.000972,0.000000,0.001133,0.000000,0.001252,0.000000,0.001470,0.000000,0.001148,0.000000,0.001030,0.000000,0.001435,0.000000,0.001491,0.000000,0.001082,0.000000,0.001279,0.000000
Air pressure at mean sea level,psl,∆hPa,0.91,0.00,2.05,0.00,0.74,0.00,1.71,0.00,1.24,0.00,4.19,0.00,2.00,0.00,1.91,0.00,1.89,0.00,1.38,0.00,3.69,0.00,3.98,0.00
Near surface wind speed,sfcWind,fraction,0.9823,0.0000,0.9900,0.0000,0.9556,0.0000,1.0058,0.0000,0.9748,0.0000,0.8943,0.0000,0.9242,0.0000,0.9456,0.0000,0.9451,0.0000,0.9566,0.0000,0.9439,0.0000,0.9680,0.0000
