# ICHEC_EC_EARTH_SMHI_RCA4 rcp85 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.53,2.93,2.09,3.21,1.72,2.72,1.39,1.97,1.32,2.37,2.07,2.40,1.83,3.01,2.32,3.09,2.19,2.56,1.84,2.56,1.13,2.91,1.45,3.88
Daily maximum near surface air temperature,tasmax,∆°C,1.59,2.91,2.04,3.10,1.72,2.77,1.34,2.14,1.20,2.79,2.07,3.19,2.07,4.38,2.66,4.55,2.48,3.24,1.94,2.40,1.27,2.51,1.61,3.79
Daily minimum near surface air temperature,tasmin,∆°C,1.37,2.82,1.96,3.05,1.73,2.59,1.45,1.97,1.50,2.17,2.17,1.76,1.68,2.12,2.09,2.18,2.09,2.43,1.77,2.80,1.11,2.95,1.23,3.74
Precipitation,pr,fraction,1.12,0.80,1.10,0.93,1.03,0.85,1.23,0.95,0.98,0.74,0.94,0.77,0.81,0.75,0.96,0.88,0.84,0.71,1.01,0.86,0.93,0.67,1.12,0.81
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.66,7.02,-5.57,13.78,-3.89,21.01,-2.43,24.41,-6.05,39.62,3.09,46.70,7.32,50.74,5.26,42.39,4.22,26.04,1.96,13.10,1.50,8.81,-1.09,8.81
Total cloud cover percentage,clt,∆%,1.48,11.93,2.03,14.75,0.34,14.99,-0.50,13.81,0.52,11.27,-0.33,13.96,-2.31,17.38,-3.33,14.92,-1.14,13.31,-0.73,13.71,-2.00,12.85,0.07,13.09
Snow depth,snd,fraction,0.65,0.60,0.40,0.41,0.33,0.37,0.17,0.31,0.61,1.08,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.01,0.95,0.67,0.79,0.57,0.61
Near surface specific humidity,huss,∆kg/kg,0.000567,0.000843,0.000642,0.001096,0.000658,0.001073,0.000533,0.000923,0.000672,0.001212,0.001052,0.001105,0.000578,0.001448,0.000648,0.001172,0.000902,0.001164,0.000826,0.001176,0.000450,0.001098,0.000543,0.001240
Air pressure at mean sea level,psl,∆hPa,1.10,12.24,0.30,12.24,-0.24,11.76,0.15,11.53,1.61,8.57,1.35,5.79,1.09,4.91,1.19,4.84,0.26,6.80,1.01,10.01,1.20,12.36,0.64,11.81
Near surface wind speed,sfcWind,fraction,1.0068,0.4928,1.0896,0.5212,1.0132,0.4724,1.0492,0.4683,0.9763,0.4075,0.9487,0.4323,0.9594,0.3955,0.9577,0.3942,0.9114,0.3787,0.9333,0.4181,0.9719,0.4550,1.0021,0.4553
