# Ensemble rcp45 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.38,0.00,1.08,0.00,0.77,0.00,1.31,0.00,1.46,0.00,1.33,0.00,2.02,0.00,1.89,0.00,1.47,0.00,1.23,0.00,0.76,0.00,0.99,0.00
Daily maximum near surface air temperature,tasmax,∆°C,0.43,0.00,1.14,0.00,0.71,0.00,1.30,0.00,1.42,0.00,1.45,0.00,2.44,0.00,2.13,0.00,1.91,0.00,1.32,0.00,0.95,0.00,1.16,0.00
Daily minimum near surface air temperature,tasmin,∆°C,0.37,0.00,0.94,0.00,0.86,0.00,1.25,0.00,1.57,0.00,1.24,0.00,1.69,0.00,1.76,0.00,1.20,0.00,1.18,0.00,0.75,0.00,0.84,0.00
Precipitation,pr,fraction,1.07,0.00,0.94,0.00,1.11,0.00,1.17,0.00,0.90,0.00,0.89,0.00,0.88,0.00,1.02,0.00,0.80,0.00,0.98,0.00,0.83,0.00,1.05,0.00
Surface downwelling shortwave radiation,rsds,∆W/m²,0.42,0.00,-1.84,0.00,-4.54,0.00,-0.48,0.00,1.11,0.00,9.06,0.00,15.60,0.00,2.56,0.00,9.05,0.00,0.14,0.00,1.49,0.00,-0.74,0.00
Total cloud cover percentage,clt,∆%,-0.76,0.00,0.41,0.00,1.90,0.00,2.09,0.00,0.07,0.00,-2.53,0.00,-4.33,0.00,-1.34,0.00,-3.19,0.00,-0.86,0.00,-1.74,0.00,-0.78,0.00
Snow depth,snd,fraction,0.80,0.00,0.73,0.00,0.57,0.00,0.45,0.00,0.53,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.38,0.00,0.53,0.00,0.68,0.00
Near surface specific humidity,huss,∆kg/kg,0.000167,0.000000,0.000350,0.000000,0.000302,0.000000,0.000563,0.000000,0.000690,0.000000,0.000490,0.000000,0.000590,0.000000,0.000655,0.000000,0.000360,0.000000,0.000521,0.000000,0.000274,0.000000,0.000363,0.000000
Air pressure at mean sea level,psl,∆hPa,-1.52,0.00,1.12,0.00,-1.93,0.00,0.50,0.00,1.84,0.00,2.35,0.00,1.26,0.00,0.83,0.00,1.54,0.00,-0.40,0.00,3.46,0.00,1.78,0.00
Near surface wind speed,sfcWind,fraction,1.0080,0.0000,0.9827,0.0000,0.9754,0.0000,1.0023,0.0000,0.9629,0.0000,0.9513,0.0000,0.9422,0.0000,0.9703,0.0000,0.9590,0.0000,0.9982,0.0000,0.9581,0.0000,0.9787,0.0000
