# Ensemble ssp245 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.82,0.50,1.91,0.52,1.85,0.52,2.34,0.55,3.05,0.61,3.53,0.72,3.32,0.73,3.27,0.71,3.37,0.61,2.87,0.68,2.24,0.71,1.94,0.65
Daily maximum near surface air temperature,tasmax,∆°C,1.99,0.41,2.03,0.51,2.02,0.61,2.66,0.71,3.41,0.76,3.81,0.91,3.51,0.78,3.40,0.71,3.52,0.72,3.02,0.77,2.47,0.76,2.09,0.63
Daily minimum near surface air temperature,tasmin,∆°C,1.73,0.62,1.82,0.58,1.70,0.54,2.04,0.53,2.68,0.58,3.27,0.63,3.16,0.68,3.12,0.67,3.23,0.62,2.77,0.69,2.10,0.73,1.85,0.71
Precipitation,pr,fraction,0.97,0.28,0.98,0.23,0.97,0.38,0.81,0.12,0.72,0.19,0.74,0.33,0.67,0.32,0.71,0.37,0.72,0.21,0.80,0.15,0.80,0.16,0.91,0.19
Surface downwelling shortwave radiation,rsds,∆W/m²,3.30,3.75,3.79,4.65,6.24,5.26,11.61,4.74,11.46,6.62,7.50,5.16,3.03,4.29,2.98,3.54,4.70,4.07,4.69,2.51,5.32,3.36,3.48,3.36
Total cloud cover percentage,clt,∆%,-1.42,4.08,-1.39,3.72,-2.07,3.07,-5.18,2.54,-5.04,3.21,-3.26,2.02,-1.82,1.90,-2.92,2.47,-3.39,3.06,-3.53,2.84,-4.36,3.45,-2.58,2.94
Snow depth,snd,fraction,1.43,2.42,1.61,2.31,1.55,2.37,1.01,0.77,0.99,0.03,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.99,0.03,1.26,1.79,0.53,0.42
Near surface specific humidity,huss,∆kg/kg,0.000679,0.000310,0.000634,0.000309,0.000499,0.000323,0.000473,0.000320,0.000616,0.000525,0.000806,0.000538,0.001058,0.000608,0.001216,0.000568,0.001292,0.000722,0.001198,0.000553,0.000839,0.000459,0.000763,0.000341
Air pressure at mean sea level,psl,∆hPa,0.12,1.62,-0.00,1.32,-0.00,1.26,0.21,0.68,-0.13,0.43,-0.68,0.34,-0.79,0.44,-1.05,0.63,-0.45,0.69,0.10,0.76,0.40,0.75,0.52,1.18
Near surface wind speed,sfcWind,fraction,0.9793,0.0440,0.9929,0.0381,0.9835,0.0423,0.9859,0.0367,1.0012,0.0316,1.0199,0.0520,1.0121,0.0360,1.0125,0.0260,0.9890,0.0309,0.9669,0.0490,0.9601,0.0385,0.9660,0.0363
