# FGOALS_g3 ssp585 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.25,1.83,1.08,1.69,1.25,2.06,1.42,1.52,1.33,2.10,1.42,2.21,1.44,2.16,1.09,2.30,1.93,1.84,1.50,2.11,1.45,2.06,1.34,2.00
Daily maximum near surface air temperature,tasmax,∆°C,1.25,1.83,1.07,1.68,1.25,2.16,1.42,1.58,1.36,2.17,1.41,2.14,1.38,2.06,1.14,2.26,1.98,1.85,1.54,2.12,1.45,2.04,1.31,1.95
Daily minimum near surface air temperature,tasmin,∆°C,1.22,1.83,1.08,1.71,1.27,1.98,1.40,1.43,1.28,1.96,1.42,2.27,1.50,2.31,1.03,2.29,1.86,1.84,1.43,2.07,1.48,2.08,1.39,2.08
Precipitation,pr,fraction,0.89,0.89,0.85,0.79,0.70,0.67,0.63,0.59,1.00,0.90,0.92,0.71,0.89,0.66,0.93,0.63,0.89,0.70,0.81,0.72,0.96,0.85,0.77,0.64
Surface downwelling shortwave radiation,rsds,∆W/m²,2.34,18.37,3.93,24.28,12.25,33.67,14.63,29.26,11.43,31.64,7.94,39.72,5.84,28.73,2.73,23.42,-1.99,22.81,2.51,21.15,4.11,18.53,4.43,18.53
Total cloud cover percentage,clt,∆%,1.31,14.24,-2.59,15.35,-0.45,15.07,-1.84,12.40,-1.33,15.96,-1.54,16.01,0.06,12.97,0.04,12.74,7.26,13.23,1.46,11.89,-1.13,13.14,-1.18,11.41
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000650,0.001090,0.000430,0.001020,0.000489,0.001229,0.000579,0.000980,0.000739,0.001319,0.000850,0.001219,0.001039,0.001318,0.000941,0.001498,0.001648,0.001399,0.001019,0.001579,0.000770,0.001179,0.000560,0.001170
Air pressure at mean sea level,psl,∆hPa,-0.68,7.77,-0.64,8.00,1.02,8.09,1.14,4.91,-0.59,3.63,-0.25,2.17,-0.44,1.61,-0.79,1.87,0.21,2.83,0.16,4.23,0.20,6.65,0.35,7.15
Near surface wind speed,sfcWind,fraction,0.9704,0.4496,1.0264,0.4728,0.9734,0.4080,0.9749,0.4150,1.0057,0.4534,0.9808,0.4311,1.0793,0.4960,1.0359,0.5174,1.0389,0.5015,0.9701,0.3967,0.9564,0.4210,0.9598,0.4213
