# MIROC6 ssp585 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.16,2.29,1.43,2.70,1.80,2.60,2.78,3.65,2.46,4.67,3.49,4.27,2.37,3.24,1.92,2.77,3.25,3.22,2.70,2.93,1.25,2.42,0.89,2.26
Daily maximum near surface air temperature,tasmax,∆°C,1.42,2.64,1.59,3.43,2.36,3.72,3.78,5.36,3.03,6.31,4.27,5.37,2.84,3.67,2.17,3.16,3.86,4.13,3.34,4.10,1.24,3.45,1.18,2.32
Daily minimum near surface air temperature,tasmin,∆°C,1.00,2.66,1.31,2.76,1.33,2.24,1.98,2.44,2.01,3.37,2.94,3.39,2.09,2.80,1.88,2.45,2.83,2.66,2.24,2.35,1.30,2.09,0.71,2.62
Precipitation,pr,fraction,0.88,1.00,1.13,1.23,0.75,0.70,0.60,0.60,1.03,1.14,0.72,0.98,0.77,0.91,0.70,0.82,0.60,0.77,0.73,0.75,1.19,1.20,0.77,0.81
Surface downwelling shortwave radiation,rsds,∆W/m²,2.51,34.14,-1.88,39.14,9.13,40.57,18.04,41.76,5.17,38.15,7.65,25.85,6.30,23.09,0.98,25.72,6.94,21.60,7.33,26.97,-0.50,22.54,3.89,22.54
Total cloud cover percentage,clt,∆%,-1.21,30.63,2.84,27.48,-4.49,21.14,-7.52,17.95,-2.17,14.01,-3.44,10.64,-3.56,11.69,-3.49,10.63,-5.81,11.39,-6.32,16.02,-0.03,19.99,-3.44,25.66
Snow depth,snd,fraction,0.86,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000358,0.001636,0.000385,0.001860,0.000218,0.001663,-0.000025,0.001598,0.000447,0.001634,0.000653,0.001628,0.000521,0.001733,0.000751,0.001803,0.000645,0.001898,0.000271,0.001847,0.000524,0.001533,0.000043,0.001696
Air pressure at mean sea level,psl,∆hPa,0.67,8.52,-0.01,6.79,0.73,4.33,0.39,3.16,-0.32,2.06,-0.87,1.73,-0.52,1.83,-0.81,1.79,-0.32,1.72,0.02,2.90,-1.11,5.06,1.61,7.52
Near surface wind speed,sfcWind,fraction,0.9584,0.4254,1.0212,0.4622,1.0249,0.3896,1.0041,0.3644,1.0293,0.3462,1.0137,0.3671,1.0744,0.4077,1.0832,0.3944,1.0042,0.3576,0.9739,0.3855,0.9759,0.4077,0.9492,0.4213
