# CNRM_ESM2_1 ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.71,2.77,3.12,3.19,2.92,2.80,4.28,3.40,5.39,5.11,6.42,4.21,5.18,3.72,5.43,2.74,4.90,2.80,5.05,3.25,3.60,3.09,2.75,3.07
Daily maximum near surface air temperature,tasmax,∆°C,2.76,2.51,3.66,3.73,3.64,3.47,5.09,4.67,5.95,6.40,6.65,4.70,5.46,4.12,5.75,3.03,4.72,3.40,5.21,3.99,3.86,3.60,3.20,2.88
Daily minimum near surface air temperature,tasmin,∆°C,2.65,3.51,2.69,3.67,2.33,2.99,3.68,2.74,4.90,4.14,6.49,3.95,5.16,3.53,5.33,2.81,5.29,2.52,4.96,3.01,3.42,3.45,2.44,3.61
Precipitation,pr,fraction,1.01,1.09,0.66,0.72,0.50,0.51,0.53,0.56,0.45,0.50,0.80,1.30,1.09,1.80,0.24,0.38,0.66,0.85,0.63,0.65,0.46,0.51,0.60,0.58
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.97,30.01,9.15,39.88,13.75,35.25,22.44,45.28,18.94,38.70,10.57,37.44,6.64,23.91,11.37,26.85,-2.26,24.55,7.48,26.98,7.67,26.51,6.32,26.51
Total cloud cover percentage,clt,∆%,2.26,32.23,-4.56,34.48,-8.20,27.18,-7.72,21.83,-7.38,19.03,-2.25,17.18,-3.47,14.25,-9.14,15.41,-0.60,20.40,-7.12,20.92,-4.97,24.12,-5.60,26.31
Snow depth,snd,fraction,0.15,0.42,0.00,0.01,6.39,16.43,0.00,0.96,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.09,0.96,0.00,0.00
Near surface specific humidity,huss,∆kg/kg,0.000966,0.001524,0.000715,0.001902,0.000023,0.001451,0.000145,0.001433,-0.000161,0.001819,0.000447,0.002316,0.001245,0.001774,0.001528,0.001856,0.002332,0.001885,0.001492,0.001915,0.000970,0.001971,0.000817,0.001773
Air pressure at mean sea level,psl,∆hPa,0.56,10.41,3.50,10.30,1.86,7.29,1.08,5.50,0.01,3.12,-0.72,2.33,-0.86,1.48,-1.07,1.69,-0.21,2.28,1.34,3.65,2.72,6.70,3.81,7.43
Near surface wind speed,sfcWind,fraction,0.9914,0.4791,0.9885,0.4918,1.0504,0.4764,1.0830,0.4331,1.1196,0.5038,1.2405,0.5336,1.0453,0.4049,1.0347,0.3464,1.0203,0.4091,0.9693,0.4390,0.9233,0.4109,0.9227,0.4193
