# FGOALS_g3 ssp126 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.87,1.73,0.76,1.64,0.55,1.61,0.79,1.51,0.57,1.93,0.86,2.07,0.66,1.59,0.73,1.86,1.07,1.40,1.13,2.00,0.86,1.84,0.80,1.72
Daily maximum near surface air temperature,tasmax,∆°C,0.86,1.73,0.74,1.67,0.50,1.68,0.79,1.65,0.58,2.03,0.88,2.00,0.62,1.54,0.75,1.81,1.10,1.42,1.12,2.01,0.91,1.79,0.76,1.64
Daily minimum near surface air temperature,tasmin,∆°C,0.87,1.74,0.78,1.62,0.59,1.53,0.77,1.37,0.54,1.78,0.76,2.15,0.71,1.71,0.67,1.90,0.99,1.40,1.12,1.97,0.83,1.90,0.85,1.81
Precipitation,pr,fraction,1.11,1.05,0.92,0.90,0.89,0.85,1.10,1.08,1.13,0.98,1.07,0.79,1.00,0.68,0.92,0.64,1.01,0.83,1.06,0.99,1.25,1.12,0.81,0.63
Surface downwelling shortwave radiation,rsds,∆W/m²,1.02,17.76,9.68,23.43,9.51,35.57,9.18,33.18,7.43,36.44,5.85,35.79,4.33,25.94,6.91,24.15,2.46,20.66,1.39,20.83,0.48,14.63,5.05,14.63
Total cloud cover percentage,clt,∆%,0.96,11.96,-4.65,13.76,-1.49,13.76,-1.77,12.96,-0.09,16.38,0.25,12.99,-1.04,12.15,-1.17,12.79,2.86,14.69,2.41,12.27,1.66,11.09,-2.62,14.03
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000440,0.000920,0.000210,0.001020,0.000190,0.001030,0.000360,0.000979,0.000350,0.001209,0.000570,0.001029,0.000480,0.000850,0.000600,0.001218,0.000839,0.001269,0.000770,0.001518,0.000480,0.001129,0.000270,0.001120
Air pressure at mean sea level,psl,∆hPa,-1.13,7.76,-1.31,7.62,0.19,7.51,-0.84,5.61,-0.33,3.71,-0.27,2.55,-0.06,1.55,-0.17,1.74,0.24,2.88,-0.69,4.33,-0.42,5.77,0.90,6.78
Near surface wind speed,sfcWind,fraction,0.9906,0.4495,0.9877,0.4519,1.0340,0.4107,1.0302,0.4644,0.9728,0.4230,0.9784,0.4525,1.0155,0.5084,1.0017,0.4945,1.0378,0.4684,0.9654,0.4187,1.0147,0.4488,0.9580,0.3638
