# MRI_ESM2_0 ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.91,3.05,0.95,2.95,0.20,2.75,0.53,2.49,2.02,3.40,2.50,3.65,2.47,4.19,3.18,3.30,2.21,3.55,1.50,3.15,1.13,2.25,0.87,2.88
Daily maximum near surface air temperature,tasmax,∆°C,0.99,2.88,0.96,3.40,0.13,3.50,0.61,3.12,2.56,4.51,2.81,4.57,2.61,5.45,3.67,4.27,2.55,4.55,1.57,4.37,1.19,2.87,0.99,2.69
Daily minimum near surface air temperature,tasmin,∆°C,0.81,3.29,0.92,3.11,0.20,2.79,0.47,2.36,1.50,2.46,2.24,2.90,2.41,3.14,2.55,2.53,1.88,2.88,1.39,2.60,1.12,2.26,0.78,3.15
Precipitation,pr,fraction,1.18,1.33,1.06,1.38,0.97,1.17,0.88,0.94,0.60,0.67,0.75,0.87,1.22,1.47,0.40,0.56,0.80,1.01,0.88,1.02,0.85,0.87,1.09,1.10
Surface downwelling shortwave radiation,rsds,∆W/m²,1.25,29.25,-1.00,40.73,-0.63,47.73,4.52,39.92,20.32,43.31,7.13,29.83,-2.81,23.58,9.99,16.26,6.27,24.47,2.40,32.82,2.46,25.77,2.15,25.77
Total cloud cover percentage,clt,∆%,1.83,30.91,5.14,36.46,4.29,32.34,-4.65,22.96,-9.43,21.26,-1.43,17.40,-0.30,15.83,-4.87,11.23,-5.12,21.93,0.21,27.48,3.66,24.43,1.04,30.56
Snow depth,snd,fraction,8.39,17.63,8.39,3.16,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.12,1.39
Near surface specific humidity,huss,∆kg/kg,0.000354,0.001726,0.000369,0.001549,0.000064,0.001761,0.000094,0.001374,0.000299,0.001537,0.000684,0.001995,0.000929,0.002517,0.000297,0.002070,0.000088,0.002081,0.000686,0.001971,0.000509,0.001307,0.000465,0.001709
Air pressure at mean sea level,psl,∆hPa,-0.88,11.22,-0.91,12.70,-1.51,9.74,0.87,5.02,0.20,4.28,-0.78,2.56,-0.63,1.97,-0.87,2.03,-0.47,3.16,0.00,5.18,0.04,7.31,-0.36,8.35
Near surface wind speed,sfcWind,fraction,1.0159,0.4636,1.0181,0.5051,1.0050,0.4232,1.0066,0.3731,0.9793,0.3308,1.0189,0.3333,1.0133,0.4092,0.9752,0.3396,0.9997,0.3217,0.9649,0.3806,1.0035,0.4438,1.0010,0.4541
