# GISS_E2_1_H ssp245 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.29,1.94,0.93,2.41,1.77,2.34,1.28,3.11,1.26,3.01,2.17,2.89,2.22,2.62,3.00,2.58,2.08,2.53,2.30,2.66,1.69,2.39,1.24,2.45
Daily maximum near surface air temperature,tasmax,∆°C,1.43,2.00,1.06,2.41,1.79,2.75,1.17,3.56,1.08,3.18,2.16,3.20,2.25,2.78,2.97,2.73,1.84,2.71,2.14,2.89,1.67,2.59,1.14,2.10
Daily minimum near surface air temperature,tasmin,∆°C,1.25,2.44,0.81,3.01,1.68,2.53,1.23,2.83,1.36,3.06,2.20,2.81,2.21,2.73,3.04,2.62,2.24,2.56,2.42,2.69,1.72,2.55,1.36,3.03
Precipitation,pr,fraction,0.72,0.66,0.88,0.85,0.75,0.82,1.01,1.07,1.05,1.22,1.03,1.05,0.74,0.82,0.53,0.60,1.12,1.31,0.73,0.82,0.91,0.91,0.94,0.87
Surface downwelling shortwave radiation,rsds,∆W/m²,7.68,24.36,4.13,35.54,7.09,39.67,4.61,37.40,-0.19,31.79,2.65,29.23,1.17,22.42,1.62,22.51,0.29,35.91,0.77,29.76,3.08,23.06,-1.45,23.06
Total cloud cover percentage,clt,∆%,-6.63,21.72,-4.02,24.84,-5.75,25.87,-6.94,19.82,-4.02,16.15,-3.32,15.69,-2.34,12.77,-4.47,14.31,-2.76,21.50,-3.70,21.81,-3.83,19.53,0.84,21.18
Snow depth,snd,fraction,0.05,0.94,1.08,1.22,0.91,0.91,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.91,1.00,0.93,0.95
Near surface specific humidity,huss,∆kg/kg,0.000418,0.001282,0.000327,0.001615,0.000422,0.001349,0.000438,0.001078,0.000538,0.001449,0.000876,0.001331,0.000916,0.001538,0.001195,0.001492,0.001450,0.001919,0.001290,0.001615,0.000701,0.001506,0.000603,0.001705
Air pressure at mean sea level,psl,∆hPa,2.17,6.61,0.08,7.61,0.92,6.29,-0.62,4.45,-0.64,2.87,-0.60,2.15,-0.85,1.95,-0.77,2.11,-0.82,2.55,0.13,3.81,0.44,5.57,-0.59,6.71
Near surface wind speed,sfcWind,fraction,0.9865,0.3972,0.9542,0.4441,0.9780,0.3855,0.9962,0.3790,0.9843,0.3436,0.9634,0.3471,0.9846,0.3274,0.9698,0.3377,0.9422,0.3881,0.9889,0.4148,1.0462,0.3875,0.9834,0.3925
