# GISS_E2_1_G ssp370 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.00,2.38,1.88,2.40,1.36,2.77,2.62,2.92,4.48,3.57,3.96,3.10,3.98,2.22,3.70,3.02,3.40,2.67,3.67,3.48,2.78,2.87,1.83,2.26
Daily maximum near surface air temperature,tasmax,∆°C,2.16,2.78,1.77,2.90,1.35,3.42,2.75,3.51,4.47,3.97,3.91,3.41,3.84,2.32,3.52,3.17,3.19,2.83,3.50,3.63,2.92,3.14,1.88,2.49
Daily minimum near surface air temperature,tasmin,∆°C,1.88,2.58,1.95,2.68,1.34,2.66,2.51,2.62,4.48,3.39,4.08,2.92,4.14,2.38,3.78,3.11,3.51,2.75,3.79,3.61,2.75,3.07,1.78,2.53
Precipitation,pr,fraction,0.96,0.95,1.15,1.20,1.18,1.24,0.68,0.78,0.49,0.56,0.60,0.74,0.69,1.06,0.52,0.70,0.57,0.61,0.69,0.68,0.77,0.81,0.94,0.96
Surface downwelling shortwave radiation,rsds,∆W/m²,1.25,21.37,-1.56,33.73,3.08,36.81,8.82,43.06,2.58,36.15,0.15,38.88,-1.18,27.47,5.12,25.40,4.61,28.64,-0.85,29.51,2.28,24.33,0.00,24.33
Total cloud cover percentage,clt,∆%,-0.76,16.16,0.62,23.72,-4.29,21.14,-7.93,22.71,-5.87,17.97,-1.94,18.31,-2.85,15.57,-8.81,15.02,-8.76,19.29,-3.20,21.26,-5.66,20.19,-3.46,19.37
Snow depth,snd,fraction,0.91,0.92,0.91,0.92,0.91,0.91,0.91,1.00,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.91,1.00,0.91,0.91,0.92,0.94
Near surface specific humidity,huss,∆kg/kg,0.000870,0.001124,0.000777,0.001332,0.000487,0.001303,0.000614,0.001083,0.001178,0.001450,0.001341,0.001892,0.001577,0.001682,0.001402,0.001988,0.001510,0.001897,0.001947,0.002138,0.001226,0.001573,0.000874,0.001203
Air pressure at mean sea level,psl,∆hPa,-0.41,8.47,-1.69,7.79,-0.71,6.24,-0.05,4.35,-0.78,2.37,-1.37,2.02,-0.88,1.64,-1.13,1.51,-0.76,2.07,-0.91,3.13,0.55,5.61,0.20,7.61
Near surface wind speed,sfcWind,fraction,0.9778,0.3954,1.0304,0.4188,1.0086,0.3550,1.0262,0.4021,1.0394,0.3730,0.9901,0.3749,0.9777,0.3149,1.0128,0.3479,1.0128,0.3811,1.0143,0.4341,0.9702,0.3632,1.0124,0.4288
