# EC_Earth3_Veg ssp370 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.77,2.87,2.45,2.63,2.78,2.95,4.93,3.84,5.14,4.52,5.87,4.15,3.79,3.58,3.88,2.67,4.60,3.27,5.72,3.07,3.94,2.51,3.15,2.81
Daily maximum near surface air temperature,tasmax,∆°C,3.08,3.10,2.79,3.40,3.06,4.15,5.61,5.08,5.61,5.54,6.16,4.71,3.88,3.97,3.90,2.91,4.61,3.78,6.06,3.83,3.73,3.33,3.21,3.01
Daily minimum near surface air temperature,tasmin,∆°C,2.67,3.03,2.17,2.79,2.43,2.25,4.14,2.70,4.69,3.38,5.64,3.68,3.90,3.20,4.07,2.43,4.73,2.76,5.22,2.42,4.16,2.35,3.14,3.18
Precipitation,pr,fraction,0.72,0.77,0.98,1.10,0.64,0.68,0.52,0.57,0.54,0.60,0.38,0.48,1.13,2.13,1.11,2.24,0.30,0.44,0.55,0.60,1.06,1.14,1.03,1.11
Surface downwelling shortwave radiation,rsds,∆W/m²,7.31,20.80,10.53,30.49,12.56,35.01,24.17,37.31,22.65,36.98,14.23,23.50,3.93,16.11,-0.34,12.63,3.15,19.11,11.72,23.61,-0.26,18.52,4.29,18.52
Total cloud cover percentage,clt,∆%,-3.95,29.88,-7.47,33.51,-6.05,25.73,-11.07,23.67,-10.10,15.46,-6.84,14.70,-5.65,14.88,-2.67,14.64,-6.94,19.05,-10.03,21.81,0.36,24.22,-3.88,25.36
Snow depth,snd,fraction,0.01,0.12,0.10,0.36,0.34,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000825,0.001416,0.000651,0.001472,0.000453,0.001425,0.000415,0.001779,0.000299,0.001971,0.000604,0.002145,0.001311,0.001933,0.001740,0.001653,0.001898,0.001740,0.001502,0.001788,0.001637,0.001711,0.001239,0.001444
Air pressure at mean sea level,psl,∆hPa,1.15,6.39,0.89,8.66,1.05,6.73,1.29,3.72,-0.74,2.78,-0.53,1.92,-1.48,1.83,-1.63,1.57,-0.57,2.08,1.05,3.46,-1.18,5.53,0.46,7.22
Near surface wind speed,sfcWind,fraction,0.9382,0.3862,0.9704,0.4120,0.9224,0.3564,0.9223,0.3534,1.0056,0.4044,1.0379,0.3814,1.0355,0.2828,0.9775,0.2604,0.9762,0.3105,0.9069,0.3397,0.9451,0.3611,0.9723,0.4430
