# UKESM1_0_LL ssp245 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.05,2.78,1.86,2.02,1.23,2.01,1.96,3.05,2.50,2.86,2.45,3.12,2.28,2.66,2.22,2.41,2.54,2.15,2.28,2.81,1.69,2.37,1.30,2.86
Daily maximum near surface air temperature,tasmax,∆°C,1.99,2.31,1.84,2.27,1.10,3.09,2.31,4.66,2.95,3.80,2.78,4.24,2.45,3.12,2.62,2.89,2.84,2.79,2.78,3.83,1.97,2.99,1.77,2.51
Daily minimum near surface air temperature,tasmin,∆°C,2.19,3.48,1.97,2.71,1.42,2.28,1.72,2.40,2.16,2.61,2.14,2.86,2.15,2.81,1.93,2.31,2.36,2.55,1.95,3.42,1.51,2.84,1.09,3.46
Precipitation,pr,fraction,1.67,1.96,0.79,0.99,1.36,1.54,0.99,1.11,0.97,1.12,0.94,1.24,0.51,0.82,0.46,0.76,0.67,0.91,0.96,1.03,0.79,0.84,0.78,0.89
Surface downwelling shortwave radiation,rsds,∆W/m²,-5.39,30.23,-2.36,39.06,-1.04,43.43,13.73,46.34,9.40,36.50,7.19,26.83,4.72,19.06,7.55,14.85,3.85,19.66,6.40,23.23,4.43,23.41,5.86,23.41
Total cloud cover percentage,clt,∆%,6.04,32.67,9.67,32.32,1.17,28.63,-3.40,25.10,-6.56,18.21,-2.85,17.81,-4.23,16.52,-7.15,11.67,-5.34,18.83,-7.80,20.57,-5.55,24.10,-6.88,30.27
Snow depth,snd,fraction,0.55,1.16,1.75,1.00,0.86,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.55,1.00
Near surface specific humidity,huss,∆kg/kg,0.001073,0.001626,0.001022,0.001316,0.000769,0.001341,0.000945,0.001593,0.001059,0.001897,0.001138,0.002069,0.001085,0.001794,0.000877,0.001363,0.001332,0.001966,0.001099,0.002392,0.000844,0.001675,0.000532,0.001685
Air pressure at mean sea level,psl,∆hPa,-3.31,9.27,-0.97,9.07,-0.94,7.59,0.38,4.63,-0.91,3.14,-0.30,2.46,-0.64,1.54,-0.63,1.59,0.26,1.99,-0.33,3.23,-0.45,5.41,0.33,7.42
Near surface wind speed,sfcWind,fraction,1.0012,0.5491,0.9067,0.4730,0.9618,0.4259,0.9206,0.3894,0.9361,0.3698,0.9686,0.3409,0.9802,0.2953,0.9765,0.2828,0.9290,0.3321,0.9549,0.3727,0.8907,0.4153,0.9402,0.4657
