# CanESM5_1 ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.39,2.29,0.72,2.22,0.99,2.86,1.84,3.36,1.88,3.93,2.67,3.72,2.54,2.88,2.66,1.76,2.54,2.29,2.64,2.51,2.04,2.15,1.81,2.00
Daily maximum near surface air temperature,tasmax,∆°C,1.10,2.75,0.23,3.04,0.37,4.08,2.10,4.75,1.87,5.30,2.87,4.47,2.42,3.81,2.72,2.45,2.47,3.35,2.73,3.35,2.07,2.62,1.83,2.02
Daily minimum near surface air temperature,tasmin,∆°C,1.53,2.62,1.04,2.46,1.43,2.49,1.54,2.49,1.89,2.81,2.39,3.25,2.54,2.41,2.28,1.98,2.50,1.93,2.62,2.52,1.97,2.40,1.79,2.55
Precipitation,pr,fraction,1.57,1.84,1.23,1.67,2.20,2.75,1.03,1.28,1.22,1.45,0.75,0.89,1.10,1.44,0.59,0.71,1.04,1.05,0.81,0.81,0.94,1.06,0.80,0.88
Surface downwelling shortwave radiation,rsds,∆W/m²,-2.72,26.94,-4.44,35.25,-9.47,39.52,8.69,44.21,0.53,34.01,8.06,25.43,4.90,21.48,1.41,16.65,1.87,27.32,4.30,29.54,2.82,23.62,2.52,23.62
Total cloud cover percentage,clt,∆%,6.44,29.14,6.42,32.58,8.43,27.96,3.58,22.65,-2.27,18.93,-1.71,13.07,-4.09,14.11,-0.78,12.19,-0.02,20.18,-3.95,23.22,-1.82,25.08,1.73,26.48
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000666,0.001350,0.000417,0.001300,0.000711,0.001427,0.000401,0.001334,0.000600,0.001168,0.000645,0.001614,0.001029,0.002057,0.000761,0.001798,0.001476,0.001860,0.001284,0.001838,0.000820,0.001513,0.000748,0.001269
Air pressure at mean sea level,psl,∆hPa,-3.06,7.29,-3.34,7.65,-3.20,6.33,-0.68,5.02,-0.33,2.83,-0.36,1.99,-0.37,1.71,-1.40,2.46,-0.60,2.72,0.34,3.25,-0.94,5.92,-0.84,6.94
Near surface wind speed,sfcWind,fraction,1.0463,0.5490,1.0176,0.4996,1.0352,0.4753,0.9157,0.3856,0.9595,0.3769,0.9342,0.3798,0.9434,0.3510,0.9261,0.3719,0.9287,0.4050,0.9233,0.3934,0.9439,0.4342,0.9240,0.4685
