# GISS_E2_1_H ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.21,1.80,1.51,2.43,1.74,2.77,1.27,3.39,2.37,3.24,2.46,2.99,2.83,2.42,3.20,2.58,2.16,2.69,2.34,2.59,1.60,2.67,1.57,2.11
Daily maximum near surface air temperature,tasmax,∆°C,1.42,2.10,1.61,2.60,1.79,3.21,1.13,3.83,2.36,3.45,2.40,3.26,2.83,2.53,3.08,2.78,1.89,2.92,2.24,2.78,1.41,2.75,1.42,1.96
Daily minimum near surface air temperature,tasmin,∆°C,1.10,2.14,1.47,2.92,1.67,2.77,1.30,3.13,2.43,3.28,2.54,2.95,2.88,2.54,3.35,2.66,2.40,2.68,2.42,2.69,1.75,2.89,1.73,2.51
Precipitation,pr,fraction,0.83,0.76,0.80,0.82,0.76,0.76,1.14,1.27,0.80,0.93,0.98,1.07,0.78,0.80,0.60,0.75,1.11,1.30,0.56,0.57,0.98,0.91,1.17,1.08
Surface downwelling shortwave radiation,rsds,∆W/m²,5.33,22.51,2.30,35.35,11.40,35.71,3.85,40.21,-2.34,40.03,-4.27,30.64,-1.48,24.47,0.05,27.33,-0.18,34.36,4.68,29.69,-2.92,23.15,-3.18,23.15
Total cloud cover percentage,clt,∆%,-6.29,19.75,-0.98,24.81,-7.45,21.49,-5.99,20.06,-3.57,18.83,-0.84,16.42,0.02,13.05,-3.62,15.73,-3.25,21.05,-5.75,21.88,0.19,18.76,3.05,17.74
Snow depth,snd,fraction,0.06,0.96,0.93,0.96,0.92,0.93,0.94,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.02,1.15,0.92,0.93
Near surface specific humidity,huss,∆kg/kg,0.000556,0.001116,0.000582,0.001530,0.000304,0.001145,0.000574,0.001192,0.000779,0.001534,0.001165,0.001532,0.001068,0.001463,0.001414,0.001619,0.001344,0.001690,0.000945,0.001762,0.000866,0.001633,0.000869,0.001440
Air pressure at mean sea level,psl,∆hPa,0.19,7.06,-0.13,7.49,0.86,5.62,-0.50,4.32,-0.61,3.04,-0.87,2.14,-0.90,1.61,-0.85,2.02,-0.95,2.49,0.48,3.85,-0.78,5.91,-1.79,6.08
Near surface wind speed,sfcWind,fraction,0.9439,0.3669,0.9453,0.4065,1.0373,0.4074,1.0089,0.3676,0.9928,0.3746,0.9613,0.3705,0.9959,0.3352,0.9948,0.3669,0.9650,0.4015,1.0379,0.4370,1.0237,0.4228,0.9949,0.3995
