# EC_Earth3_Veg_LR ssp245 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.28,2.13,1.34,2.16,1.70,2.81,1.97,3.61,2.68,4.77,3.93,4.62,3.67,3.21,3.05,2.37,3.34,2.90,2.94,3.34,2.63,2.40,1.92,2.02
Daily maximum near surface air temperature,tasmax,∆°C,1.54,2.11,1.49,2.63,2.03,3.98,2.19,4.83,2.94,5.93,4.17,5.38,3.81,3.70,3.16,2.63,3.53,3.45,3.12,4.20,3.03,3.36,2.21,2.24
Daily minimum near surface air temperature,tasmin,∆°C,1.12,2.56,1.15,2.61,1.36,2.13,1.75,2.38,2.38,3.36,3.60,3.77,3.49,2.62,2.86,2.06,3.07,2.44,2.61,2.70,2.32,2.26,1.74,2.34
Precipitation,pr,fraction,0.86,0.95,0.76,0.76,0.96,1.00,0.99,1.01,0.93,1.02,0.83,1.12,0.30,0.49,1.08,2.03,0.38,0.49,0.77,0.79,0.70,0.71,0.96,0.96
Surface downwelling shortwave radiation,rsds,∆W/m²,4.85,21.15,8.62,31.49,10.17,37.42,7.02,45.95,7.50,45.90,7.84,32.53,6.49,15.72,5.30,11.43,8.84,18.63,6.33,23.56,7.61,21.79,3.79,21.79
Total cloud cover percentage,clt,∆%,-4.40,26.19,-1.78,30.34,-3.90,26.95,-2.68,25.90,-3.11,20.99,-2.31,20.55,-4.47,20.60,-4.49,16.66,-4.36,15.30,-3.70,20.63,-5.04,25.04,-1.73,25.43
Snow depth,snd,fraction,6.46,15.59,0.27,0.59,0.21,1.04,0.96,0.97,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.08,1.00
Near surface specific humidity,huss,∆kg/kg,0.000332,0.001249,0.000219,0.001466,0.000205,0.001545,0.000173,0.001674,0.000689,0.001856,0.000255,0.002159,0.000491,0.001700,0.000646,0.001259,0.000529,0.001937,0.000493,0.002012,0.000819,0.001477,0.000628,0.001049
Air pressure at mean sea level,psl,∆hPa,0.20,8.48,1.02,7.92,0.72,6.51,-0.38,5.79,0.15,3.47,-0.62,1.83,-0.81,1.62,-0.76,1.55,-0.06,2.16,-0.08,3.62,1.14,5.51,0.48,7.45
Near surface wind speed,sfcWind,fraction,0.9565,0.4094,0.9942,0.4355,0.9709,0.3804,1.0007,0.3914,0.9508,0.3407,0.9812,0.3363,1.0075,0.2709,0.9968,0.2739,1.0051,0.3084,0.9647,0.3721,0.9189,0.3910,0.9669,0.4084
