# EC_Earth3 ssp245 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.04,2.33,2.04,2.46,1.85,3.18,2.49,4.21,2.75,4.42,3.27,4.41,3.33,3.44,2.15,2.95,2.25,3.39,2.15,3.54,1.29,3.06,1.52,2.78
Daily maximum near surface air temperature,tasmax,∆°C,0.93,2.54,2.07,2.99,2.05,4.51,2.70,5.54,3.10,5.49,3.59,5.18,3.65,3.80,2.09,3.12,2.37,3.92,2.07,4.29,1.28,3.81,1.43,3.01
Daily minimum near surface air temperature,tasmin,∆°C,1.11,2.76,1.99,2.83,1.62,2.14,2.30,2.93,2.33,3.37,2.95,3.77,3.00,3.05,2.28,2.76,2.27,2.94,2.26,2.96,1.39,2.77,1.63,3.18
Precipitation,pr,fraction,1.25,1.50,1.08,1.33,0.67,0.71,0.99,1.09,0.80,0.85,0.50,0.62,0.53,0.87,0.58,1.04,0.81,1.12,1.16,1.19,0.99,0.99,1.18,1.35
Surface downwelling shortwave radiation,rsds,∆W/m²,0.98,24.85,3.46,28.91,12.18,40.99,11.50,48.07,16.67,39.75,14.10,29.62,7.20,17.74,4.39,11.09,4.21,19.30,3.61,27.69,2.63,19.00,2.69,19.00
Total cloud cover percentage,clt,∆%,0.60,26.30,0.29,30.02,-3.24,29.05,-3.01,25.06,-6.00,20.10,-5.22,16.57,-2.06,15.53,-4.41,15.30,-3.68,19.51,-1.59,25.08,-1.39,22.32,-0.57,24.60
Snow depth,snd,fraction,0.59,1.02,0.01,0.11,0.00,0.46,0.10,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.46,1.00,0.17,0.37
Near surface specific humidity,huss,∆kg/kg,0.000399,0.001212,0.000753,0.001460,0.000469,0.001652,0.000432,0.001569,0.000423,0.001497,0.000259,0.001758,0.000245,0.001530,0.001002,0.001455,0.001044,0.001842,0.001165,0.002062,0.000594,0.001621,0.000643,0.001413
Air pressure at mean sea level,psl,∆hPa,-1.58,8.76,0.39,7.95,1.34,6.69,0.08,4.25,-0.15,3.22,-0.41,1.85,-0.55,1.62,-1.27,1.66,-0.09,1.81,0.07,4.11,-0.23,5.65,-1.49,7.64
Near surface wind speed,sfcWind,fraction,1.0085,0.4869,1.0010,0.4333,0.9606,0.3935,0.9939,0.3734,0.9625,0.3575,1.0299,0.3571,1.0408,0.2977,0.9761,0.2522,0.9924,0.3333,0.9565,0.3564,0.9910,0.3976,1.0282,0.4919
