# CanESM5_1 ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.98,2.12,1.66,2.21,1.65,2.99,2.20,2.90,2.78,4.04,4.18,3.65,3.44,2.69,3.53,1.84,3.87,2.62,3.59,2.80,3.18,2.31,2.25,2.25
Daily maximum near surface air temperature,tasmax,∆°C,1.81,2.85,1.32,3.30,1.12,4.16,2.28,4.10,2.85,5.26,4.38,4.39,3.11,3.28,3.06,2.34,3.84,3.49,3.67,3.70,3.47,2.72,2.33,2.53
Daily minimum near surface air temperature,tasmin,∆°C,2.04,2.33,1.90,2.21,2.04,2.53,2.02,2.32,2.60,3.07,3.90,3.20,3.63,2.61,3.59,2.23,3.53,2.41,3.58,2.68,2.91,2.50,2.25,2.67
Precipitation,pr,fraction,1.39,1.60,1.29,1.85,1.70,2.10,0.95,1.03,0.69,0.88,0.73,0.91,0.69,0.86,0.75,0.99,0.59,0.71,0.84,0.86,0.71,0.85,0.97,1.10
Surface downwelling shortwave radiation,rsds,∆W/m²,-3.67,23.67,-2.98,37.87,-10.89,33.51,0.32,41.60,3.81,33.07,7.50,24.24,4.20,21.03,-1.55,15.15,5.50,23.99,2.92,25.91,4.73,21.79,2.34,21.79
Total cloud cover percentage,clt,∆%,5.18,25.94,1.51,34.77,5.17,24.93,-2.90,21.30,-9.13,16.62,-7.69,11.76,-7.07,12.88,-3.15,11.33,-6.73,20.07,-5.33,19.77,-6.52,24.73,-2.69,26.98
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000915,0.001165,0.000606,0.001280,0.000742,0.001230,0.000482,0.001364,0.000578,0.001301,0.001077,0.002091,0.001761,0.001819,0.001801,0.001775,0.001452,0.002051,0.001702,0.001864,0.001259,0.001484,0.000947,0.001392
Air pressure at mean sea level,psl,∆hPa,-2.31,6.37,-2.06,8.47,-2.81,6.06,-1.07,4.48,-0.45,2.77,-1.12,1.90,-1.81,1.83,-2.98,2.22,-1.54,2.62,0.02,3.41,0.04,5.95,-0.94,7.53
Near surface wind speed,sfcWind,fraction,0.9711,0.4986,1.0683,0.5424,1.0186,0.4499,0.8926,0.3777,0.9522,0.3523,0.9057,0.3674,0.9835,0.3599,1.0032,0.3930,0.9720,0.4181,0.9181,0.4046,0.9171,0.4419,0.8969,0.4804
