# MIROC_ES2H ssp585 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.35,2.24,1.27,2.26,1.40,2.85,2.18,3.76,3.01,4.25,4.33,3.87,3.64,3.76,2.90,3.45,3.80,3.32,2.03,3.33,1.61,2.31,1.13,2.21
Daily maximum near surface air temperature,tasmax,∆°C,1.42,2.27,1.76,2.75,1.70,4.53,2.94,5.65,4.03,6.03,5.22,5.04,4.12,4.37,3.29,4.11,4.74,4.13,2.25,4.92,2.18,3.23,1.69,2.30
Daily minimum near surface air temperature,tasmin,∆°C,1.30,2.64,0.97,2.47,1.18,2.15,1.61,2.56,2.16,2.96,3.52,2.90,3.18,3.23,2.55,2.91,3.08,2.85,1.83,2.58,1.26,2.21,0.78,2.58
Precipitation,pr,fraction,1.07,1.09,0.77,0.76,0.88,0.91,0.78,0.74,0.56,0.58,0.42,0.54,0.90,1.12,0.87,1.26,0.36,0.42,1.00,1.03,0.80,0.79,1.02,1.05
Surface downwelling shortwave radiation,rsds,∆W/m²,1.06,29.08,8.55,34.37,2.80,44.98,11.50,44.98,18.47,45.47,9.52,36.79,1.35,28.52,1.38,22.86,13.43,22.66,0.23,32.00,9.54,25.46,7.52,25.46
Total cloud cover percentage,clt,∆%,-0.85,25.87,-5.57,24.45,-1.22,22.72,-5.21,19.61,-6.93,16.19,-4.31,13.88,-1.79,10.74,-2.90,9.94,-7.58,12.05,0.20,19.40,-8.08,21.97,-7.48,23.68
Snow depth,snd,fraction,0.90,1.00,0.09,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.90,1.00
Near surface specific humidity,huss,∆kg/kg,0.000384,0.001396,0.000113,0.001396,0.000316,0.001565,-0.000015,0.001562,-0.000154,0.001615,-0.000102,0.001996,0.000341,0.001677,0.000290,0.001862,-0.000176,0.001720,0.000431,0.001865,0.000116,0.001565,0.000006,0.001604
Air pressure at mean sea level,psl,∆hPa,0.26,7.71,1.20,7.44,0.15,5.77,0.41,3.92,-0.28,2.18,-0.61,1.96,-0.76,1.68,-0.54,1.71,-0.30,1.86,-0.20,3.41,1.67,5.80,1.04,7.35
Near surface wind speed,sfcWind,fraction,1.0303,0.4576,0.9849,0.4364,0.9680,0.4088,1.0086,0.3814,1.0424,0.3891,1.0509,0.4150,1.0572,0.3814,1.0376,0.3834,1.0127,0.3742,0.9948,0.3698,1.0204,0.4484,0.9329,0.4465
