# MIROC_ES2H ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.35,2.22,0.60,2.29,0.91,2.65,1.23,3.23,2.34,3.92,3.11,3.99,3.14,3.72,2.42,3.07,2.95,3.77,1.48,3.31,1.36,2.24,0.58,2.31
Daily maximum near surface air temperature,tasmax,∆°C,1.41,2.22,1.01,2.88,1.34,4.10,1.82,4.91,3.30,5.52,4.03,5.10,3.73,4.34,2.83,3.55,3.81,4.97,1.56,5.02,1.74,2.96,1.01,2.48
Daily minimum near surface air temperature,tasmin,∆°C,1.34,2.70,0.33,2.41,0.51,2.16,0.77,2.18,1.52,2.81,2.30,3.04,2.57,3.18,2.07,2.66,2.30,3.00,1.41,2.47,1.15,2.24,0.32,2.61
Precipitation,pr,fraction,0.98,0.95,0.76,0.77,0.84,0.82,0.78,0.65,0.55,0.55,0.30,0.37,0.55,0.69,0.59,0.67,0.53,0.65,1.20,1.24,0.93,0.87,0.76,0.80
Surface downwelling shortwave radiation,rsds,∆W/m²,-0.07,28.38,8.86,35.71,5.21,42.65,8.42,39.36,15.57,44.27,14.11,34.98,4.19,28.85,1.13,24.43,11.76,24.38,-1.19,33.28,4.73,22.40,7.86,22.40
Total cloud cover percentage,clt,∆%,0.43,25.44,-5.69,24.70,-3.48,22.31,-3.50,15.98,-5.20,14.59,-4.88,13.59,-3.24,12.37,-2.48,10.76,-7.86,12.37,1.08,20.43,-3.73,18.03,-7.68,23.50
Snow depth,snd,fraction,0.90,1.00,0.09,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.90,1.00
Near surface specific humidity,huss,∆kg/kg,0.000307,0.001547,-0.000219,0.001286,-0.000123,0.001443,-0.000145,0.001392,-0.000211,0.001528,-0.000446,0.001656,-0.000189,0.001528,0.000074,0.001676,-0.000218,0.001625,0.000230,0.002077,0.000187,0.001554,-0.000134,0.001568
Air pressure at mean sea level,psl,∆hPa,0.17,8.10,0.66,7.54,0.81,5.30,0.28,3.27,0.07,2.43,-0.39,1.92,-0.64,1.70,-0.69,1.37,-0.60,1.73,-0.23,3.34,0.64,5.45,1.30,7.41
Near surface wind speed,sfcWind,fraction,1.0148,0.4384,0.9868,0.4560,0.9882,0.4294,0.9867,0.3855,1.0197,0.3624,1.1044,0.3941,1.0758,0.4036,1.0654,0.3765,1.0142,0.3856,1.0369,0.3992,0.9992,0.4442,0.9328,0.4565
