# FGOALS_g3 ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.38,1.74,0.36,1.81,0.48,1.79,0.37,1.63,0.41,1.89,0.53,1.99,0.42,1.86,0.36,1.98,0.56,1.49,0.48,1.80,0.60,1.73,0.20,1.74
Daily maximum near surface air temperature,tasmax,∆°C,0.39,1.70,0.38,1.82,0.49,1.83,0.33,1.71,0.49,1.97,0.52,1.96,0.41,1.79,0.36,1.91,0.58,1.48,0.49,1.76,0.68,1.69,0.24,1.66
Daily minimum near surface air temperature,tasmin,∆°C,0.37,1.79,0.33,1.78,0.46,1.76,0.40,1.53,0.34,1.80,0.52,2.01,0.43,1.95,0.35,2.02,0.51,1.49,0.46,1.84,0.55,1.80,0.18,1.85
Precipitation,pr,fraction,0.82,0.78,1.15,1.13,0.72,0.69,0.95,0.92,0.98,0.87,1.03,0.74,1.12,0.72,0.91,0.65,1.07,0.89,0.98,0.91,1.18,1.07,0.96,0.78
Surface downwelling shortwave radiation,rsds,∆W/m²,2.34,19.14,1.81,24.84,13.46,34.65,13.47,33.26,4.81,36.26,4.12,32.75,-0.37,24.38,6.84,23.55,-1.46,22.18,0.49,23.18,2.28,17.60,3.68,17.60
Total cloud cover percentage,clt,∆%,0.77,13.52,-0.08,16.29,-0.24,15.73,-3.39,12.32,1.90,14.74,0.82,13.68,2.13,12.05,-2.41,13.89,4.29,14.78,3.67,11.71,0.92,11.15,-2.27,11.92
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000150,0.001040,0.000150,0.001140,0.000110,0.001220,0.000060,0.000890,0.000250,0.001080,0.000350,0.001069,0.000380,0.001078,0.000321,0.001288,0.000540,0.001189,0.000380,0.001339,0.000370,0.001009,0.000020,0.001000
Air pressure at mean sea level,psl,∆hPa,0.08,7.48,-0.96,8.15,0.22,6.50,0.07,5.84,0.47,4.04,-0.22,2.50,-0.27,1.58,-0.28,1.94,0.10,2.71,0.01,4.53,0.56,5.70,0.53,7.15
Near surface wind speed,sfcWind,fraction,0.9945,0.4512,1.0092,0.4825,1.0211,0.4173,0.9932,0.4315,1.0296,0.4411,0.9588,0.4304,1.0306,0.4935,1.0721,0.5437,1.0277,0.4667,1.0321,0.4363,1.0067,0.4419,1.0034,0.4339
