# CNRM_ESM2_1 ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,-0.10,2.57,0.50,2.53,0.26,2.71,1.27,3.48,1.93,5.00,3.43,3.79,1.98,2.78,1.55,2.13,1.47,2.66,1.18,3.04,0.77,2.61,0.45,2.55
Daily maximum near surface air temperature,tasmax,∆°C,-0.01,2.09,0.38,2.92,0.36,3.27,1.43,4.67,2.23,6.45,3.76,4.29,2.11,3.33,1.81,2.56,1.28,3.42,1.03,3.91,0.52,3.19,0.52,2.49
Daily minimum near surface air temperature,tasmin,∆°C,-0.19,3.34,0.56,3.07,0.17,3.04,1.18,2.89,1.66,3.90,3.13,3.48,1.97,2.53,1.41,2.11,1.74,2.22,1.40,2.74,0.94,3.01,0.44,2.99
Precipitation,pr,fraction,1.05,1.09,1.02,0.98,0.80,0.80,0.84,0.82,0.56,0.59,0.41,0.62,0.77,1.22,0.42,0.65,1.30,1.52,1.01,1.00,0.89,0.87,1.07,1.03
Surface downwelling shortwave radiation,rsds,∆W/m²,3.85,29.90,1.44,36.20,8.41,35.63,11.25,41.92,16.10,43.62,20.96,34.34,8.45,25.98,11.57,30.55,-2.19,24.78,-0.05,29.06,-1.16,28.54,2.54,28.54
Total cloud cover percentage,clt,∆%,-2.35,34.03,-1.20,28.05,-5.39,24.90,-1.03,21.56,-2.51,18.81,-7.18,16.23,-1.73,14.93,-6.47,17.54,1.87,17.53,-0.35,22.21,3.07,25.82,-2.78,26.27
Snow depth,snd,fraction,0.60,1.63,0.76,1.96,10.00,438149.69,0.02,0.14,0.97,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.09,0.86,7.67,39.60
Near surface specific humidity,huss,∆kg/kg,-0.000097,0.001508,0.000085,0.001317,-0.000168,0.001383,0.000091,0.001179,-0.000405,0.001680,-0.000676,0.002005,0.000011,0.001678,0.000082,0.001774,0.000831,0.001884,0.000665,0.001840,0.000352,0.001719,0.000145,0.001403
Air pressure at mean sea level,psl,∆hPa,-0.70,10.61,0.83,8.95,0.84,7.09,0.86,5.30,0.58,3.27,-0.09,2.28,-0.38,1.74,-0.28,1.77,0.17,2.32,0.57,3.58,-0.11,7.34,1.00,8.61
Near surface wind speed,sfcWind,fraction,0.9868,0.4758,1.0285,0.4951,0.9951,0.4605,1.0372,0.4135,1.0654,0.4427,1.1993,0.5121,1.0536,0.3960,1.0302,0.3442,0.9749,0.3902,0.9921,0.4692,0.9503,0.4320,0.9830,0.4848
