# CNRM_CM6_1 ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.25,2.36,0.51,2.56,0.82,2.22,1.10,3.57,1.77,3.67,2.62,3.29,1.64,2.62,1.76,2.16,1.77,2.43,1.50,3.05,1.00,2.05,0.76,2.90
Daily maximum near surface air temperature,tasmax,∆°C,1.58,2.33,0.89,3.16,1.06,3.21,1.55,4.80,2.08,4.64,3.06,4.01,1.94,3.17,1.80,2.58,1.97,3.18,1.68,3.76,1.51,2.31,1.05,2.83
Daily minimum near surface air temperature,tasmin,∆°C,1.04,2.97,0.13,2.92,0.51,2.30,0.55,2.74,1.53,2.99,2.30,2.67,1.39,2.36,1.78,2.06,1.54,2.06,1.35,2.81,0.66,2.66,0.57,3.42
Precipitation,pr,fraction,0.80,0.81,0.83,0.92,0.81,0.86,0.66,0.64,0.80,0.84,0.60,0.79,0.65,0.99,1.81,2.36,0.88,1.08,0.91,0.82,0.80,0.74,0.78,0.77
Surface downwelling shortwave radiation,rsds,∆W/m²,5.00,25.95,7.91,36.04,6.60,44.85,19.25,40.51,6.13,41.23,12.14,36.58,9.83,31.11,-0.13,24.66,9.33,31.66,7.88,24.91,10.49,28.29,4.78,28.29
Total cloud cover percentage,clt,∆%,2.63,29.48,-2.99,28.37,-2.49,29.79,-8.15,22.10,0.18,18.23,0.05,17.79,-4.32,15.12,-2.15,18.25,-2.62,20.86,-1.65,22.13,-7.52,27.83,-3.42,31.19
Snow depth,snd,fraction,0.16,0.40,0.87,2.36,10.00,508058.13,9.73,1.36,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.86,0.97,0.04,0.12
Near surface specific humidity,huss,∆kg/kg,0.000323,0.001384,-0.000088,0.001344,-0.000112,0.001545,-0.000375,0.001366,-0.000056,0.001559,0.000045,0.001690,0.000094,0.001566,0.000700,0.001617,0.000191,0.002041,0.000455,0.001920,0.000078,0.001670,0.000097,0.001532
Air pressure at mean sea level,psl,∆hPa,2.79,9.57,1.54,10.28,1.41,6.94,1.21,4.43,0.01,3.55,-0.06,2.18,-0.32,1.99,0.03,1.72,0.08,2.11,1.43,4.23,2.40,6.63,1.86,8.50
Near surface wind speed,sfcWind,fraction,1.0241,0.4628,0.9522,0.4749,0.9784,0.4415,0.9794,0.3870,1.0522,0.3951,1.1017,0.3803,1.0497,0.3818,0.9915,0.3230,0.9820,0.4167,0.9936,0.4352,0.9246,0.4347,1.0250,0.4777
