# CanESM5_1 ssp585 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.17,2.33,2.00,2.28,1.68,3.13,2.16,3.13,2.58,3.75,3.94,3.71,3.48,2.90,3.76,2.23,3.99,2.65,3.94,3.19,3.13,2.50,2.77,2.17
Daily maximum near surface air temperature,tasmax,∆°C,2.00,2.95,1.31,3.19,1.05,4.41,2.16,4.44,2.59,4.92,4.02,4.50,3.03,3.70,3.41,2.67,4.40,3.42,4.39,4.25,3.35,2.97,2.79,2.14
Daily minimum near surface air temperature,tasmin,∆°C,2.23,2.66,2.54,2.45,2.19,2.62,2.12,2.37,2.60,2.77,3.77,3.24,3.89,2.62,3.73,2.53,3.36,2.44,3.65,3.00,2.99,2.64,2.71,2.69
Precipitation,pr,fraction,1.93,2.41,1.83,2.55,2.21,2.87,1.25,1.35,1.07,1.32,0.92,1.12,1.11,1.41,0.55,0.66,0.64,0.67,0.55,0.60,0.84,0.94,0.67,0.76
Surface downwelling shortwave radiation,rsds,∆W/m²,-6.07,32.19,-11.00,38.73,-13.39,36.69,2.42,43.22,-0.32,35.14,9.15,27.36,3.02,21.84,-1.54,18.18,7.00,24.85,7.72,27.84,3.64,24.15,2.73,24.15
Total cloud cover percentage,clt,∆%,5.26,33.06,9.52,34.98,8.87,24.60,-0.30,22.38,-7.78,19.32,-8.11,13.22,-3.69,14.77,-1.84,11.92,-6.46,18.68,-8.27,22.23,-5.39,24.99,-2.55,28.13
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.001085,0.001419,0.001111,0.001350,0.000971,0.001250,0.000796,0.001480,0.000949,0.001287,0.001350,0.001945,0.002307,0.002321,0.001889,0.001685,0.001378,0.001837,0.001572,0.001823,0.001243,0.001567,0.001137,0.001468
Air pressure at mean sea level,psl,∆hPa,-3.10,7.85,-4.41,8.51,-3.22,6.37,-1.03,4.56,-0.53,2.66,-1.00,2.14,-1.45,1.82,-2.64,2.36,-1.40,2.65,0.51,3.29,-0.60,5.99,-0.34,7.19
Near surface wind speed,sfcWind,fraction,1.0099,0.5691,1.0816,0.5137,1.0167,0.4748,0.9303,0.3935,0.9556,0.3595,0.9435,0.3740,0.9616,0.3683,0.9949,0.3937,0.9059,0.4043,0.9184,0.4187,0.9419,0.4240,0.9168,0.4606
