# FGOALS_g3 ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.27,1.81,1.20,1.54,1.36,1.63,1.37,1.82,1.32,2.12,1.43,2.12,0.95,1.88,1.14,2.15,1.61,1.64,1.56,2.03,1.42,2.05,1.15,2.00
Daily maximum near surface air temperature,tasmax,∆°C,1.25,1.78,1.22,1.50,1.35,1.68,1.37,1.91,1.33,2.16,1.41,2.05,0.96,1.80,1.16,2.10,1.62,1.67,1.60,2.07,1.50,2.03,1.15,1.93
Daily minimum near surface air temperature,tasmin,∆°C,1.27,1.85,1.21,1.55,1.35,1.59,1.36,1.70,1.32,2.03,1.45,2.18,0.96,2.02,1.10,2.15,1.57,1.61,1.49,1.98,1.36,2.06,1.17,2.11
Precipitation,pr,fraction,0.94,0.88,0.92,0.86,0.69,0.63,0.74,0.71,1.00,0.90,0.93,0.72,1.09,0.75,0.89,0.63,0.75,0.62,0.98,0.91,1.16,1.03,0.98,0.76
Surface downwelling shortwave radiation,rsds,∆W/m²,2.54,17.90,5.33,20.40,10.73,30.30,13.56,34.08,3.56,32.90,9.66,35.05,1.06,25.98,4.41,23.39,5.47,20.93,1.96,20.60,2.39,16.83,1.62,16.83
Total cloud cover percentage,clt,∆%,0.25,13.90,-3.23,14.48,1.02,13.31,-3.42,12.60,1.82,14.48,-1.42,13.64,0.82,11.73,-0.25,13.68,1.70,15.21,1.65,12.67,0.97,11.04,0.31,12.03
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000590,0.001070,0.000530,0.001020,0.000639,0.001070,0.000579,0.001049,0.000779,0.001169,0.000899,0.001139,0.000740,0.001118,0.000990,0.001547,0.001189,0.001438,0.001099,0.001479,0.000880,0.001220,0.000550,0.001180
Air pressure at mean sea level,psl,∆hPa,-0.95,7.40,-0.41,8.31,1.24,7.04,0.91,5.45,-0.35,3.85,-0.18,2.57,-0.14,1.46,-0.75,1.62,0.30,2.60,0.05,4.19,-0.51,6.14,-0.50,6.71
Near surface wind speed,sfcWind,fraction,0.9884,0.4339,0.9826,0.4362,0.9558,0.3730,0.9920,0.4402,1.0333,0.4073,0.9848,0.4730,1.0424,0.4961,1.0397,0.5166,1.0489,0.4455,0.9728,0.4122,0.9953,0.4366,1.0354,0.4119
