# MIROC6 ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.79,2.07,1.21,2.24,1.04,2.67,1.95,3.75,1.96,4.13,2.62,4.76,1.47,3.44,1.90,2.84,2.57,3.53,2.43,3.16,1.17,2.69,1.05,2.21
Daily maximum near surface air temperature,tasmax,∆°C,0.96,2.52,1.51,2.70,1.43,3.82,2.55,5.51,2.63,5.63,3.25,5.97,1.77,3.88,2.25,3.26,3.09,4.45,3.22,4.28,1.28,3.69,1.26,2.16
Daily minimum near surface air temperature,tasmin,∆°C,0.67,2.25,1.00,2.50,0.70,2.26,1.46,2.52,1.41,2.91,2.19,3.67,1.32,3.00,1.76,2.54,2.25,2.90,1.88,2.61,1.12,2.39,0.95,2.63
Precipitation,pr,fraction,0.86,0.93,0.77,0.78,0.96,0.95,0.77,0.79,0.74,0.82,0.70,0.89,1.04,1.51,0.61,0.71,0.60,0.70,0.62,0.72,1.07,1.17,0.94,0.94
Surface downwelling shortwave radiation,rsds,∆W/m²,1.63,29.98,4.01,37.86,7.48,40.18,7.66,46.47,10.53,37.23,5.53,26.48,4.45,24.24,4.30,24.77,6.26,23.38,10.50,27.91,0.31,23.59,1.78,23.59
Total cloud cover percentage,clt,∆%,-1.08,26.09,-2.46,27.94,-5.62,19.92,-2.65,19.15,-3.84,13.31,-2.10,10.36,-3.11,10.09,-3.62,10.44,-5.37,11.70,-7.18,17.89,-0.19,20.89,-2.14,25.89
Snow depth,snd,fraction,0.86,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000267,0.001310,0.000271,0.001795,0.000050,0.001489,0.000169,0.001591,0.000075,0.001406,0.000264,0.001502,0.000544,0.001625,0.000683,0.001628,0.000541,0.001752,-0.000127,0.001775,0.000228,0.001613,0.000252,0.001806
Air pressure at mean sea level,psl,∆hPa,0.55,8.24,1.13,6.73,0.09,4.61,-0.03,3.22,-0.20,2.07,-0.53,1.65,-0.34,1.76,-0.65,1.77,-0.35,1.83,0.51,2.82,-0.57,5.16,1.07,7.29
Near surface wind speed,sfcWind,fraction,0.9527,0.4174,0.9749,0.4143,1.0161,0.3789,1.0022,0.3711,1.0343,0.3414,1.0491,0.3760,1.0917,0.4077,1.0708,0.3962,1.0403,0.3607,0.9896,0.4092,0.9691,0.4307,0.9602,0.4429
