# IPSL_CM6A_LR ssp245 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.23,2.12,1.85,2.21,1.48,2.32,2.08,2.89,3.16,3.14,2.60,3.55,2.76,2.95,3.96,2.48,3.26,2.46,3.13,2.35,2.79,1.64,1.81,2.09
Daily maximum near surface air temperature,tasmax,∆°C,2.75,2.43,2.29,3.12,1.84,3.35,2.53,3.95,3.78,4.13,2.95,4.52,3.22,3.52,4.51,2.77,3.36,3.00,3.40,3.11,3.45,2.76,2.33,2.50
Daily minimum near surface air temperature,tasmin,∆°C,1.96,2.38,1.53,2.03,1.15,1.95,1.65,2.18,2.55,2.42,2.28,2.79,2.41,2.63,3.42,2.45,3.27,2.27,2.96,2.08,2.36,1.74,1.47,2.40
Precipitation,pr,fraction,0.71,0.77,0.67,0.82,0.78,0.85,0.76,0.77,0.47,0.55,0.46,0.65,0.33,0.54,0.34,0.43,0.78,1.22,0.51,0.63,0.44,0.58,0.59,0.67
Surface downwelling shortwave radiation,rsds,∆W/m²,8.66,26.71,12.66,35.86,13.09,42.25,18.76,51.40,21.60,47.71,7.22,32.98,1.20,19.47,-1.68,14.82,3.40,26.30,6.15,32.19,12.49,33.72,9.75,33.72
Total cloud cover percentage,clt,∆%,-10.38,23.85,-9.29,27.58,-7.80,24.58,-9.60,25.95,-11.65,20.59,-6.06,16.32,-3.22,11.14,-2.08,8.09,-4.96,14.36,-7.28,23.14,-13.00,29.94,-10.30,24.88
Snow depth,snd,fraction,0.49,0.49,4.28,10.69,1.96,2.70,4.28,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.80
Near surface specific humidity,huss,∆kg/kg,0.000763,0.001226,0.000443,0.001132,0.000164,0.000992,0.000403,0.001138,0.000556,0.001128,0.000521,0.001435,0.000560,0.001813,0.001187,0.001638,0.001716,0.001580,0.001334,0.001387,0.000878,0.001337,0.000567,0.001248
Air pressure at mean sea level,psl,∆hPa,2.10,8.85,1.33,8.05,-0.00,7.61,1.41,5.22,-0.39,3.14,-1.17,2.28,-1.35,2.14,-1.72,2.06,-1.40,1.89,-0.53,3.97,1.69,7.36,2.43,7.54
Near surface wind speed,sfcWind,fraction,0.9718,0.4882,0.9398,0.4766,0.9538,0.4398,0.9329,0.4572,1.0019,0.3966,1.0534,0.4325,1.0426,0.4305,1.0123,0.4137,0.9978,0.4169,1.0202,0.4702,0.9253,0.4222,0.9759,0.4756
